Season,gmDate,HomeTeam,HomeConf,HomeDiv,HomeRslt,HomePts,RoadTeam,RoadCOnf,RoadDiv,RoadPts
2012,10/30/2012,CLE,East,Central,Win,94,WAS,East,Southeast,84
2012,10/30/2012,MIA,East,Southeast,Win,120,BOS,East,Atlantic,107
2012,10/30/2012,LAL,West,Pacific,Loss,91,DAL,West,Southwest,99
2012,10/31/2012,PHI,East,Atlantic,Win,84,DEN,West,Northwest,75
2012,10/31/2012,TOR,East,Atlantic,Loss,88,IND,East,Central,90
2012,10/31/2012,DET,East,Central,Loss,96,HOU,West,Southwest,105
2012,10/31/2012,CHI,East,Central,Win,93,SAC,West,Pacific,87
2012,10/31/2012,NO,West,Southwest,Loss,95,SA,West,Southwest,99
2012,10/31/2012,UTA,West,Northwest,Win,113,DAL,West,Southwest,94
2012,10/31/2012,PHO,West,Pacific,Loss,85,GS,West,Pacific,87
2012,10/31/2012,LAC,West,Pacific,Win,101,MEM,West,Southwest,92
2012,10/31/2012,POR,West,Northwest,Win,116,LAL,West,Pacific,106
2012,11/1/2012,SA,West,Southwest,Win,86,OKC,West,Northwest,84
2012,11/2/2012,ORL,East,Southeast,Win,102,DEN,West,Northwest,89
2012,11/2/2012,CHA,East,Southeast,Win,90,IND,East,Central,89
2012,11/2/2012,BOS,East,Atlantic,Loss,88,MIL,East,Central,99
2012,11/2/2012,CLE,East,Central,Loss,86,CHI,East,Central,115
2012,11/2/2012,ATL,East,Southeast,Loss,102,HOU,West,Southwest,109
2012,11/2/2012,NY,East,Atlantic,Win,104,MIA,East,Southeast,84
2012,11/2/2012,NO,West,Southwest,Win,88,UTA,West,Northwest,86
2012,11/2/2012,MIN,West,Northwest,Win,92,SAC,West,Pacific,80
2012,11/2/2012,OKC,West,Northwest,Win,106,POR,West,Northwest,92
2012,11/2/2012,PHO,West,Pacific,Win,92,DET,East,Central,89
2012,11/2/2012,LAL,West,Pacific,Loss,95,LAC,West,Pacific,105
2012,11/2/2012,GS,West,Pacific,Loss,94,MEM,West,Southwest,104
2012,11/3/2012,WAS,East,Southeast,Loss,86,BOS,East,Atlantic,89
2012,11/3/2012,IND,East,Central,Win,106,SAC,West,Pacific,98
2012,11/3/2012,MIA,East,Southeast,Win,119,DEN,West,Northwest,116
2012,11/3/2012,BKN,East,Atlantic,Win,107,TOR,East,Atlantic,100
2012,11/3/2012,CHI,East,Central,Loss,82,NO,West,Southwest,89
2012,11/3/2012,HOU,West,Southwest,Loss,85,POR,West,Northwest,95
2012,11/3/2012,DAL,West,Southwest,Win,126,CHA,East,Southeast,99
2012,11/3/2012,MIL,East,Central,Win,105,CLE,East,Central,102
2012,11/3/2012,SA,West,Southwest,Win,110,UTA,West,Northwest,100
2012,11/3/2012,LAC,West,Pacific,Loss,110,GS,West,Pacific,114
2012,11/4/2012,NY,East,Atlantic,Win,100,PHI,East,Atlantic,84
2012,11/4/2012,ORL,East,Southeast,Win,115,PHO,West,Pacific,94
2012,11/4/2012,TOR,East,Atlantic,Win,105,MIN,West,Northwest,86
2012,11/4/2012,OKC,West,Northwest,Loss,95,ATL,East,Southeast,104
2012,11/4/2012,LAL,West,Pacific,Win,108,DET,East,Central,79
2012,11/5/2012,PHI,East,Atlantic,Loss,88,NY,East,Atlantic,110
2012,11/5/2012,MIA,East,Southeast,Win,124,PHO,West,Pacific,99
2012,11/5/2012,BKN,East,Atlantic,Loss,96,MIN,West,Northwest,107
2012,11/5/2012,MEM,West,Southwest,Win,103,UTA,West,Northwest,94
2012,11/5/2012,SA,West,Southwest,Win,101,IND,East,Central,79
2012,11/5/2012,DAL,West,Southwest,Win,114,POR,West,Northwest,91
2012,11/5/2012,SAC,West,Pacific,Win,94,GS,West,Pacific,92
2012,11/5/2012,LAC,West,Pacific,Loss,101,CLE,East,Central,108
2012,11/6/2012,CHI,East,Central,Win,99,ORL,East,Southeast,93
2012,11/6/2012,OKC,West,Northwest,Win,108,TOR,East,Atlantic,88
2012,11/6/2012,DEN,West,Northwest,Win,109,DET,East,Central,97
2012,11/7/2012,CHA,East,Southeast,Loss,110,PHO,West,Pacific,117
2012,11/7/2012,MIA,East,Southeast,Win,103,BKN,East,Atlantic,73
2012,11/7/2012,ATL,East,Southeast,Win,89,IND,East,Central,86
2012,11/7/2012,BOS,East,Atlantic,Win,100,WAS,East,Southeast,94
2012,11/7/2012,NO,West,Southwest,Loss,62,PHI,East,Atlantic,77
2012,11/7/2012,MIL,East,Central,Loss,90,MEM,West,Southwest,108
2012,11/7/2012,MIN,West,Northwest,Win,90,ORL,East,Southeast,75
2012,11/7/2012,HOU,West,Southwest,Loss,87,DEN,West,Northwest,93
2012,11/7/2012,DAL,West,Southwest,Win,109,TOR,East,Atlantic,104
2012,11/7/2012,UTA,West,Northwest,Win,95,LAL,West,Pacific,86
2012,11/7/2012,SAC,West,Pacific,Win,105,DET,East,Central,103
2012,11/7/2012,GS,West,Pacific,Win,106,CLE,East,Central,96
2012,11/7/2012,LAC,West,Pacific,Win,106,SA,West,Southwest,84
2012,11/8/2012,CHI,East,Central,Loss,91,OKC,West,Northwest,97
2012,11/8/2012,POR,West,Northwest,Loss,90,LAC,West,Pacific,103
2012,11/9/2012,WAS,East,Southeast,Loss,91,MIL,East,Central,101
2012,11/9/2012,ORL,East,Southeast,Loss,68,BKN,East,Atlantic,107
2012,11/9/2012,BOS,East,Atlantic,Loss,100,PHI,East,Atlantic,106
2012,11/9/2012,ATL,East,Southeast,Loss,89,MIA,East,Southeast,95
2012,11/9/2012,NY,East,Atlantic,Win,104,DAL,West,Southwest,94
2012,11/9/2012,NO,West,Southwest,Win,107,CHA,East,Southeast,99
2012,11/9/2012,MIN,West,Northwest,Win,96,IND,East,Central,94
2012,11/9/2012,OKC,West,Northwest,Win,105,DET,East,Central,94
2012,11/9/2012,MEM,West,Southwest,Win,93,HOU,West,Southwest,85
2012,11/9/2012,PHO,West,Pacific,Win,107,CLE,East,Central,105
2012,11/9/2012,SAC,West,Pacific,Loss,86,SA,West,Southwest,97
2012,11/9/2012,DEN,West,Northwest,Win,104,UTA,West,Northwest,84
2012,11/9/2012,LAL,West,Pacific,Win,101,GS,West,Pacific,77
2012,11/10/2012,TOR,East,Atlantic,Loss,83,PHI,East,Atlantic,93
2012,11/10/2012,IND,East,Central,Win,89,WAS,East,Southeast,85
2012,11/10/2012,CHA,East,Southeast,Win,101,DAL,West,Southwest,97
2012,11/10/2012,HOU,West,Southwest,Win,96,DET,East,Central,82
2012,11/10/2012,CHI,East,Central,Win,87,MIN,West,Northwest,80
2012,11/10/2012,MIL,East,Central,Loss,92,BOS,East,Atlantic,96
2012,11/10/2012,UTA,West,Northwest,Win,94,PHO,West,Pacific,81
2012,11/10/2012,POR,West,Northwest,Loss,109,SA,West,Southwest,112
2012,11/10/2012,GS,West,Pacific,Loss,101,DEN,West,Northwest,107
2012,11/11/2012,BKN,East,Atlantic,Win,82,ORL,East,Southeast,74
2012,11/11/2012,LAC,West,Pacific,Win,89,ATL,East,Southeast,76
2012,11/11/2012,MEM,West,Southwest,Win,104,MIA,East,Southeast,86
2012,11/11/2012,OKC,West,Northwest,Win,106,CLE,East,Central,91
2012,11/11/2012,LAL,West,Pacific,Win,103,SAC,West,Pacific,90
2012,11/12/2012,PHI,East,Atlantic,Loss,96,MIL,East,Central,105
2012,11/12/2012,TOR,East,Atlantic,Loss,133,UTA,West,Northwest,140
2012,11/12/2012,DET,East,Central,Loss,90,OKC,West,Northwest,92
2012,11/12/2012,CHI,East,Central,Loss,95,BOS,East,Atlantic,101
2012,11/12/2012,HOU,West,Southwest,Loss,110,MIA,East,Southeast,113
2012,11/12/2012,DAL,West,Southwest,Loss,82,MIN,West,Northwest,90
2012,11/12/2012,PHO,West,Pacific,Win,110,DEN,West,Northwest,100
2012,11/12/2012,POR,West,Northwest,Loss,87,ATL,East,Southeast,95
2012,11/13/2012,ORL,East,Southeast,Loss,89,NY,East,Atlantic,99
2012,11/13/2012,IND,East,Central,Loss,72,TOR,East,Atlantic,74
2012,11/13/2012,CHA,East,Southeast,Win,92,WAS,East,Southeast,76
2012,11/13/2012,BKN,East,Atlantic,Win,114,CLE,East,Central,101
2012,11/13/2012,SAC,West,Pacific,Loss,86,POR,West,Northwest,103
2012,11/13/2012,LAL,West,Pacific,Loss,82,SA,West,Southwest,84
2012,11/14/2012,PHI,East,Atlantic,Loss,76,DET,East,Central,94
2012,11/14/2012,BOS,East,Atlantic,Win,98,UTA,West,Northwest,93
2012,11/14/2012,MIN,West,Northwest,Loss,87,CHA,East,Southeast,89
2012,11/14/2012,OKC,West,Northwest,Loss,97,MEM,West,Southwest,107
2012,11/14/2012,HOU,West,Southwest,Win,100,NO,West,Southwest,96
2012,11/14/2012,MIL,East,Central,Win,99,IND,East,Central,85
2012,11/14/2012,DAL,West,Southwest,Win,107,WAS,East,Southeast,101
2012,11/14/2012,PHO,West,Pacific,Loss,106,CHI,East,Central,112
2012,11/14/2012,GS,West,Pacific,Win,92,ATL,East,Southeast,88
2012,11/14/2012,LAC,West,Pacific,Win,107,MIA,East,Southeast,100
2012,11/15/2012,BKN,East,Atlantic,Win,102,BOS,East,Atlantic,97
2012,11/15/2012,SA,West,Southwest,Loss,100,NY,East,Atlantic,104
2012,11/15/2012,DEN,West,Northwest,Loss,93,MIA,East,Southeast,98
2012,11/16/2012,PHI,East,Atlantic,Win,99,UTA,West,Northwest,93
2012,11/16/2012,DET,East,Central,Loss,106,ORL,East,Southeast,110
2012,11/16/2012,IND,East,Central,Win,103,DAL,West,Southwest,83
2012,11/16/2012,NO,West,Southwest,Loss,95,OKC,West,Northwest,110
2012,11/16/2012,MIN,West,Northwest,Loss,98,GS,West,Pacific,106
2012,11/16/2012,MEM,West,Southwest,Win,105,NY,East,Atlantic,95
2012,11/16/2012,SAC,West,Pacific,Loss,96,ATL,East,Southeast,112
2012,11/16/2012,POR,West,Northwest,Win,119,HOU,West,Southwest,117
2012,11/16/2012,LAL,West,Pacific,Win,114,PHO,West,Pacific,102
2012,11/17/2012,BOS,East,Atlantic,Win,107,TOR,East,Atlantic,89
2012,11/17/2012,LAC,West,Pacific,Win,101,CHI,East,Central,80
2012,11/17/2012,WAS,East,Southeast,Loss,76,UTA,West,Northwest,83
2012,11/17/2012,CHA,East,Southeast,Loss,87,MEM,West,Southwest,94
2012,11/17/2012,CLE,East,Central,Loss,95,DAL,West,Southwest,103
2012,11/17/2012,MIL,East,Central,Win,117,NO,West,Southwest,113
2012,11/17/2012,SA,West,Southwest,Win,126,DEN,West,Northwest,100
2012,11/17/2012,PHO,West,Pacific,Loss,88,MIA,East,Southeast,97
2012,11/18/2012,NY,East,Atlantic,Win,88,IND,East,Central,76
2012,11/18/2012,TOR,East,Atlantic,Win,97,ORL,East,Southeast,86
2012,11/18/2012,PHI,East,Atlantic,Win,86,CLE,East,Central,79
2012,11/18/2012,SAC,West,Pacific,Loss,90,BKN,East,Atlantic,99
2012,11/18/2012,OKC,West,Northwest,Win,119,GS,West,Pacific,109
2012,11/18/2012,DET,East,Central,Win,103,BOS,East,Atlantic,83
2012,11/18/2012,POR,West,Northwest,Win,102,CHI,East,Central,94
2012,11/18/2012,LAL,West,Pacific,Win,119,HOU,West,Southwest,108
2012,11/19/2012,CHA,East,Southeast,Win,102,MIL,East,Central,98
2012,11/19/2012,WAS,East,Southeast,Loss,89,IND,East,Central,96
2012,11/19/2012,ATL,East,Southeast,Win,81,ORL,East,Southeast,72
2012,11/19/2012,MEM,West,Southwest,Loss,92,DEN,West,Northwest,97
2012,11/19/2012,SA,West,Southwest,Loss,87,LAC,West,Pacific,92
2012,11/19/2012,DAL,West,Southwest,Loss,101,GS,West,Pacific,105
2012,11/19/2012,UTA,West,Northwest,Win,102,HOU,West,Southwest,91
2012,11/20/2012,PHI,East,Atlantic,Win,106,TOR,East,Atlantic,98
2012,11/20/2012,NO,West,Southwest,Loss,80,NY,East,Atlantic,102
2012,11/20/2012,LAL,West,Pacific,Win,95,BKN,East,Atlantic,90
2012,11/21/2012,CLE,East,Central,Win,92,PHI,East,Atlantic,83
2012,11/21/2012,IND,East,Central,Win,115,NO,West,Southwest,107
2012,11/21/2012,ORL,East,Southeast,Win,90,DET,East,Central,74
2012,11/21/2012,CHA,East,Southeast,Win,98,TOR,East,Atlantic,97
2012,11/21/2012,MIA,East,Southeast,Win,113,MIL,East,Central,106
2012,11/21/2012,OKC,West,Northwest,Win,117,LAC,West,Pacific,111
2012,11/21/2012,BOS,East,Atlantic,Loss,100,SA,West,Southwest,112
2012,11/21/2012,ATL,East,Southeast,Win,101,WAS,East,Southeast,100
2012,11/21/2012,HOU,West,Southwest,Win,93,CHI,East,Central,89
2012,11/21/2012,MIN,West,Northwest,Loss,94,DEN,West,Northwest,101
2012,11/21/2012,DAL,West,Southwest,Win,114,NY,East,Atlantic,111
2012,11/21/2012,PHO,West,Pacific,Win,114,POR,West,Northwest,87
2012,11/21/2012,SAC,West,Pacific,Win,113,LAL,West,Pacific,97
2012,11/21/2012,GS,West,Pacific,Win,102,BKN,East,Atlantic,93
2012,11/23/2012,ORL,East,Southeast,Win,108,CLE,East,Central,104
2012,11/23/2012,CHA,East,Southeast,Loss,91,ATL,East,Southeast,101
2012,11/23/2012,BKN,East,Atlantic,Win,86,LAC,West,Pacific,76
2012,11/23/2012,DET,East,Central,Win,91,TOR,East,Atlantic,90
2012,11/23/2012,BOS,East,Atlantic,Win,108,OKC,West,Northwest,100
2012,11/23/2012,HOU,West,Southwest,Win,131,NY,East,Atlantic,103
2012,11/23/2012,MEM,West,Southwest,Win,106,LAL,West,Pacific,98
2012,11/23/2012,IND,East,Central,Loss,97,SA,West,Southwest,104
2012,11/23/2012,PHO,West,Pacific,Win,111,NO,West,Southwest,108
2012,11/23/2012,UTA,West,Northwest,Win,104,SAC,West,Pacific,102
2012,11/23/2012,DEN,West,Northwest,Win,102,GS,West,Pacific,91
2012,11/23/2012,POR,West,Northwest,Win,103,MIN,West,Northwest,95
2012,11/24/2012,WAS,East,Southeast,Loss,106,CHA,East,Southeast,108
2012,11/24/2012,ATL,East,Southeast,Win,104,LAC,West,Pacific,93
2012,11/24/2012,PHI,East,Atlantic,Loss,109,OKC,West,Northwest,116
2012,11/24/2012,MIA,East,Southeast,Win,110,CLE,East,Central,108
2012,11/24/2012,DAL,West,Southwest,Loss,89,LAL,West,Pacific,115
2012,11/24/2012,MIL,East,Central,Loss,86,CHI,East,Central,93
2012,11/24/2012,SAC,West,Pacific,Win,108,UTA,West,Northwest,97
2012,11/24/2012,GS,West,Pacific,Win,96,MIN,West,Northwest,85
2012,11/25/2012,NY,East,Atlantic,Win,121,DET,East,Central,100
2012,11/25/2012,TOR,East,Atlantic,Loss,106,SA,West,Southwest,111
2012,11/25/2012,BKN,East,Atlantic,Win,98,POR,West,Northwest,85
2012,11/25/2012,ORL,East,Southeast,Loss,110,BOS,East,Atlantic,116
2012,11/25/2012,PHI,East,Atlantic,Win,104,PHO,West,Pacific,101
2012,11/25/2012,DEN,West,Northwest,Win,102,NO,West,Southwest,84
2012,11/26/2012,BKN,East,Atlantic,Win,96,NY,East,Atlantic,89
2012,11/26/2012,WAS,East,Southeast,Loss,92,SA,West,Southwest,118
2012,11/26/2012,DET,East,Central,Win,108,POR,West,Northwest,101
2012,11/26/2012,OKC,West,Northwest,Win,114,CHA,East,Southeast,69
2012,11/26/2012,CHI,East,Central,Loss,92,MIL,East,Central,93
2012,11/26/2012,MEM,West,Southwest,Win,84,CLE,East,Central,78
2012,11/26/2012,UTA,West,Northwest,Win,105,DEN,West,Northwest,103
2012,11/26/2012,LAC,West,Pacific,Loss,98,NO,West,Southwest,105
2012,11/27/2012,PHI,East,Atlantic,Win,100,DAL,West,Southwest,98
2012,11/27/2012,CLE,East,Central,Loss,78,PHO,West,Pacific,91
2012,11/27/2012,HOU,West,Southwest,Win,117,TOR,East,Atlantic,101
2012,11/27/2012,SAC,West,Pacific,Loss,89,MIN,West,Northwest,97
2012,11/27/2012,LAL,West,Pacific,Loss,77,IND,East,Central,79
2012,11/28/2012,ORL,East,Southeast,Loss,89,SA,West,Southwest,110
2012,11/28/2012,WAS,East,Southeast,Win,84,POR,West,Northwest,82
2012,11/28/2012,ATL,East,Southeast,Win,94,CHA,East,Southeast,91
2012,11/28/2012,BOS,East,Atlantic,Loss,83,BKN,East,Atlantic,95
2012,11/28/2012,DET,East,Central,Win,117,PHO,West,Pacific,77
2012,11/28/2012,NO,West,Southwest,Loss,84,UTA,West,Northwest,96
2012,11/28/2012,MIL,East,Central,Loss,88,NY,East,Atlantic,102
2012,11/28/2012,CHI,East,Central,Win,101,DAL,West,Southwest,78
2012,11/28/2012,MEM,West,Southwest,Win,103,TOR,East,Atlantic,82
2012,11/28/2012,OKC,West,Northwest,Win,120,HOU,West,Southwest,98
2012,11/28/2012,LAC,West,Pacific,Win,101,MIN,West,Northwest,95
2012,11/29/2012,MIA,East,Southeast,Win,105,SA,West,Southwest,100
2012,11/29/2012,GS,West,Pacific,Win,106,DEN,West,Northwest,105
2012,11/30/2012,CHA,East,Southeast,Loss,98,PHI,East,Atlantic,104
2012,11/30/2012,ORL,East,Southeast,Loss,86,BKN,East,Atlantic,98
2012,11/30/2012,TOR,East,Atlantic,Win,101,PHO,West,Pacific,97
2012,11/30/2012,ATL,East,Southeast,Loss,111,CLE,East,Central,113
2012,11/30/2012,BOS,East,Atlantic,Win,96,POR,West,Northwest,78
2012,11/30/2012,NY,East,Atlantic,Win,108,WAS,East,Southeast,87
2012,11/30/2012,MIN,West,Northwest,Win,95,MIL,East,Central,85
2012,11/30/2012,OKC,West,Northwest,Win,106,UTA,West,Northwest,94
2012,11/30/2012,MEM,West,Southwest,Win,90,DET,East,Central,78
2012,11/30/2012,SAC,West,Pacific,Loss,92,IND,East,Central,97
2012,11/30/2012,LAL,West,Pacific,Win,122,DEN,West,Northwest,103
2012,12/1/2012,MIA,East,Southeast,Win,102,BKN,East,Atlantic,89
2012,12/1/2012,CLE,East,Central,Loss,117,POR,West,Northwest,118
2012,12/1/2012,CHI,East,Central,Win,93,PHI,East,Atlantic,88
2012,12/1/2012,HOU,West,Southwest,Win,124,UTA,West,Northwest,116
2012,12/1/2012,NO,West,Southwest,Loss,79,OKC,West,Northwest,100
2012,12/1/2012,MIL,East,Central,Win,91,BOS,East,Atlantic,88
2012,12/1/2012,SA,West,Southwest,Win,99,MEM,West,Southwest,95
2012,12/1/2012,DAL,West,Southwest,Win,92,DET,East,Central,77
2012,12/1/2012,LAC,West,Pacific,Win,116,SAC,West,Pacific,81
2012,12/1/2012,GS,West,Pacific,Win,103,IND,East,Central,92
2012,12/2/2012,NY,East,Atlantic,Win,106,PHO,West,Pacific,99
2012,12/2/2012,LAL,West,Pacific,Loss,103,ORL,East,Southeast,113
2012,12/3/2012,CHA,East,Southeast,Loss,112,POR,West,Northwest,118
2012,12/3/2012,DET,East,Central,Win,89,CLE,East,Central,79
2012,12/3/2012,NO,West,Southwest,Win,102,MIL,East,Central,81
2012,12/3/2012,UTA,West,Northwest,Loss,104,LAC,West,Pacific,105
2012,12/3/2012,DEN,West,Northwest,Win,113,TOR,East,Atlantic,110
2012,12/3/2012,GS,West,Pacific,Loss,94,ORL,East,Southeast,102
2012,12/4/2012,WAS,East,Southeast,Win,105,MIA,East,Southeast,101
2012,12/4/2012,PHI,East,Atlantic,Loss,88,MIN,West,Northwest,105
2012,12/4/2012,BKN,East,Atlantic,Loss,111,OKC,West,Northwest,117
2012,12/4/2012,HOU,West,Southwest,Win,107,LAL,West,Pacific,105
2012,12/4/2012,CHI,East,Central,Loss,76,IND,East,Central,80
2012,12/4/2012,MEM,West,Southwest,Win,108,PHO,West,Pacific,98
2012,12/5/2012,CHA,East,Southeast,Loss,98,NY,East,Atlantic,100
2012,12/5/2012,IND,East,Central,Win,99,POR,West,Northwest,92
2012,12/5/2012,ATL,East,Southeast,Win,108,DEN,West,Northwest,104
2012,12/5/2012,BOS,East,Atlantic,Win,104,MIN,West,Northwest,94
2012,12/5/2012,DET,East,Central,Loss,97,GS,West,Pacific,104
2012,12/5/2012,CLE,East,Central,Loss,85,CHI,East,Central,95
2012,12/5/2012,NO,West,Southwest,Loss,87,LAL,West,Pacific,103
2012,12/5/2012,SA,West,Southwest,Win,110,MIL,East,Central,99
2012,12/5/2012,UTA,West,Northwest,Win,87,ORL,East,Southeast,81
2012,12/5/2012,SAC,West,Pacific,Win,107,TOR,East,Atlantic,100
2012,12/5/2012,LAC,West,Pacific,Win,112,DAL,West,Southwest,90
2012,12/6/2012,MIA,East,Southeast,Loss,92,NY,East,Atlantic,112
2012,12/6/2012,PHO,West,Pacific,Loss,94,DAL,West,Southwest,97
2012,12/7/2012,PHI,East,Atlantic,Win,95,BOS,East,Atlantic,94
2012,12/7/2012,IND,East,Central,Loss,89,DEN,West,Northwest,92
2012,12/7/2012,DET,East,Central,Loss,104,CHI,East,Central,108
2012,12/7/2012,BKN,East,Atlantic,Loss,102,GS,West,Pacific,109
2012,12/7/2012,ATL,East,Southeast,Win,104,WAS,East,Southeast,95
2012,12/7/2012,MIN,West,Northwest,Win,91,CLE,East,Central,73
2012,12/7/2012,NO,West,Southwest,Loss,89,MEM,West,Southwest,96
2012,12/7/2012,MIL,East,Central,Win,108,CHA,East,Southeast,93
2012,12/7/2012,SA,West,Southwest,Win,114,HOU,West,Southwest,92
2012,12/7/2012,UTA,West,Northwest,Win,131,TOR,East,Atlantic,99
2012,12/7/2012,OKC,West,Northwest,Win,114,LAL,West,Pacific,108
2012,12/7/2012,SAC,West,Pacific,Win,91,ORL,East,Southeast,82
2012,12/8/2012,LAC,West,Pacific,Win,117,PHO,West,Pacific,99
2012,12/8/2012,CHA,East,Southeast,Loss,102,SA,West,Southwest,132
2012,12/8/2012,WAS,East,Southeast,Loss,97,GS,West,Pacific,101
2012,12/8/2012,BOS,East,Atlantic,Win,92,PHI,East,Atlantic,79
2012,12/8/2012,MIA,East,Southeast,Win,106,NO,West,Southwest,90
2012,12/8/2012,CLE,East,Central,Loss,97,DET,East,Central,104
2012,12/8/2012,MEM,West,Southwest,Loss,83,ATL,East,Southeast,93
2012,12/8/2012,CHI,East,Central,Win,93,NY,East,Atlantic,85
2012,12/8/2012,HOU,West,Southwest,Loss,109,DAL,West,Southwest,116
2012,12/8/2012,POR,West,Northwest,Loss,80,SAC,West,Pacific,99
2012,12/9/2012,LAC,West,Pacific,Win,102,TOR,East,Atlantic,83
2012,12/9/2012,BKN,East,Atlantic,Loss,88,MIL,East,Central,97
2012,12/9/2012,OKC,West,Northwest,Win,104,IND,East,Central,93
2012,12/9/2012,NY,East,Atlantic,Win,112,DEN,West,Northwest,106
2012,12/9/2012,PHO,West,Pacific,Loss,90,ORL,East,Southeast,98
2012,12/9/2012,LAL,West,Pacific,Loss,110,UTA,West,Northwest,117
2012,12/10/2012,PHI,East,Atlantic,Win,104,DET,East,Central,97
2012,12/10/2012,CHA,East,Southeast,Loss,96,GS,West,Pacific,104
2012,12/10/2012,MIA,East,Southeast,Win,101,ATL,East,Southeast,92
2012,12/10/2012,HOU,West,Southwest,Loss,126,SA,West,Southwest,134
2012,12/10/2012,DAL,West,Southwest,Win,119,SAC,West,Pacific,96
2012,12/10/2012,POR,West,Northwest,Win,92,TOR,East,Atlantic,74
2012,12/11/2012,BKN,East,Atlantic,Loss,97,NY,East,Atlantic,100
2012,12/11/2012,CLE,East,Central,Win,100,LAL,West,Pacific,94
2012,12/11/2012,DET,East,Central,Loss,94,DEN,West,Northwest,101
2012,12/11/2012,NO,West,Southwest,Loss,70,WAS,East,Southeast,77
2012,12/11/2012,CHI,East,Central,Loss,89,LAC,West,Pacific,94
2012,12/12/2012,IND,East,Central,Win,96,CLE,East,Central,81
2012,12/12/2012,ORL,East,Southeast,Loss,80,ATL,East,Southeast,86
2012,12/12/2012,TOR,East,Atlantic,Loss,88,BKN,East,Atlantic,94
2012,12/12/2012,PHI,East,Atlantic,Loss,89,CHI,East,Central,96
2012,12/12/2012,CHA,East,Southeast,Loss,94,LAC,West,Pacific,100
2012,12/12/2012,MIA,East,Southeast,Loss,95,GS,West,Pacific,97
2012,12/12/2012,OKC,West,Northwest,Win,92,NO,West,Southwest,88
2012,12/12/2012,MIL,East,Central,Win,98,SAC,West,Pacific,85
2012,12/12/2012,BOS,East,Atlantic,Win,117,DAL,West,Southwest,115
2012,12/12/2012,MIN,West,Northwest,Win,108,DEN,West,Northwest,105
2012,12/12/2012,HOU,West,Southwest,Win,99,WAS,East,Southeast,93
2012,12/12/2012,PHO,West,Pacific,Win,82,MEM,West,Southwest,80
2012,12/12/2012,UTA,West,Northwest,Win,99,SA,West,Southwest,96
2012,12/13/2012,ATL,East,Southeast,Win,113,CHA,East,Southeast,90
2012,12/13/2012,NY,East,Atlantic,Win,116,LAL,West,Pacific,107
2012,12/13/2012,POR,West,Northwest,Win,98,SA,West,Southwest,90
2012,12/14/2012,IND,East,Central,Win,95,PHI,East,Atlantic,85
2012,12/14/2012,WAS,East,Southeast,Loss,96,LAL,West,Pacific,102
2012,12/14/2012,TOR,East,Atlantic,Win,95,DAL,West,Southwest,74
2012,12/14/2012,CLE,East,Central,Loss,86,MIL,East,Central,90
2012,12/14/2012,BKN,East,Atlantic,Win,107,DET,East,Central,105
2012,12/14/2012,HOU,West,Southwest,Win,101,BOS,East,Atlantic,89
2012,12/14/2012,OKC,West,Northwest,Win,113,SAC,West,Pacific,103
2012,12/14/2012,NO,West,Southwest,Loss,102,MIN,West,Northwest,113
2012,12/14/2012,ORL,East,Southeast,Win,99,GS,West,Pacific,85
2012,12/14/2012,PHO,West,Pacific,Win,99,UTA,West,Northwest,84
2012,12/14/2012,DEN,West,Northwest,Win,99,MEM,West,Southwest,94
2012,12/15/2012,ATL,East,Southeast,Loss,93,GS,West,Pacific,115
2012,12/15/2012,NY,East,Atlantic,Win,103,CLE,East,Central,102
2012,12/15/2012,CHA,East,Southeast,Loss,98,ORL,East,Southeast,107
2012,12/15/2012,DET,East,Central,Loss,77,IND,East,Central,88
2012,12/15/2012,MIA,East,Southeast,Win,102,WAS,East,Southeast,72
2012,12/15/2012,MIN,West,Northwest,Win,114,DAL,West,Southwest,106
2012,12/15/2012,CHI,East,Central,Win,83,BKN,East,Atlantic,82
2012,12/15/2012,SA,West,Southwest,Win,103,BOS,East,Atlantic,88
2012,12/15/2012,MIL,East,Central,Loss,85,LAC,West,Pacific,111
2012,12/15/2012,UTA,West,Northwest,Loss,86,MEM,West,Southwest,99
2012,12/16/2012,TOR,East,Atlantic,Win,103,HOU,West,Southwest,96
2012,12/16/2012,PHI,East,Atlantic,Loss,98,LAL,West,Pacific,111
2012,12/16/2012,SAC,West,Pacific,Loss,97,DEN,West,Northwest,122
2012,12/16/2012,POR,West,Northwest,Win,95,NO,West,Southwest,94
2012,12/17/2012,ORL,East,Southeast,Win,102,MIN,West,Northwest,93
2012,12/17/2012,DET,East,Central,Loss,76,LAC,West,Pacific,88
2012,12/17/2012,NY,East,Atlantic,Loss,96,HOU,West,Southwest,109
2012,12/17/2012,MEM,West,Southwest,Win,80,CHI,East,Central,71
2012,12/17/2012,OKC,West,Northwest,Win,107,SA,West,Southwest,93
2012,12/17/2012,PHO,West,Pacific,Win,101,SAC,West,Pacific,90
2012,12/18/2012,WAS,East,Southeast,Loss,95,ATL,East,Southeast,100
2012,12/18/2012,CLE,East,Central,Loss,99,TOR,East,Atlantic,113
2012,12/18/2012,BKN,East,Atlantic,Loss,90,UTA,West,Northwest,92
2012,12/18/2012,MIA,East,Southeast,Win,103,MIN,West,Northwest,92
2012,12/18/2012,CHI,East,Central,Win,100,BOS,East,Atlantic,89
2012,12/18/2012,MIL,East,Central,Win,98,IND,East,Central,93
