Season,gmDate,HomeTeam,HomeConf,HomeDiv,HomeRslt,HomePts,RoadTeam,RoadCOnf,RoadDiv,RoadPts
2013,11/5/2013,BKN,East,Atlantic,Win,104,UTA,West,Northwest,88
2013,11/5/2013,DET,East,Central,Loss,91,IND,East,Central,99
2013,11/5/2013,NY,East,Atlantic,Loss,97,CHA,East,Southeast,102
2013,11/5/2013,NO,West,Southwest,Loss,98,PHO,West,Pacific,104
2013,11/5/2013,DAL,West,Southwest,Win,123,LAL,West,Pacific,104
2013,11/5/2013,DEN,West,Northwest,Loss,94,SA,West,Southwest,102
2013,11/5/2013,POR,West,Northwest,Loss,101,HOU,West,Southwest,116
2013,11/5/2013,SAC,West,Pacific,Loss,100,ATL,East,Southeast,105
2013,11/6/2013,CHA,East,Southeast,Win,92,TOR,East,Atlantic,90
2013,11/6/2013,IND,East,Central,Win,97,CHI,East,Central,80
2013,11/6/2013,ORL,East,Southeast,Win,98,LAC,West,Pacific,90
2013,11/6/2013,PHI,East,Atlantic,Loss,102,WAS,East,Southeast,116
2013,11/6/2013,BOS,East,Atlantic,Win,97,UTA,West,Northwest,87
2013,11/6/2013,MEM,West,Southwest,Loss,84,NO,West,Southwest,99
2013,11/6/2013,MIL,East,Central,Win,109,CLE,East,Central,104
2013,11/6/2013,MIN,West,Northwest,Loss,93,GS,West,Pacific,106
2013,11/6/2013,SA,West,Southwest,Win,99,PHO,West,Pacific,96
2013,11/6/2013,OKC,West,Northwest,Win,107,DAL,West,Southwest,93
2013,11/7/2013,MIA,East,Southeast,Win,102,LAC,West,Pacific,97
2013,11/7/2013,DEN,West,Northwest,Win,109,ATL,East,Southeast,107
2013,11/7/2013,HOU,West,Southwest,Loss,98,LAL,West,Pacific,99
2013,11/8/2013,CHA,East,Southeast,Loss,91,NY,East,Atlantic,101
2013,11/8/2013,IND,East,Central,Win,91,TOR,East,Atlantic,84
2013,11/8/2013,ORL,East,Southeast,Loss,89,BOS,East,Atlantic,91
2013,11/8/2013,PHI,East,Atlantic,Win,94,CLE,East,Central,79
2013,11/8/2013,WAS,East,Southeast,Win,112,BKN,East,Atlantic,108
2013,11/8/2013,DET,East,Central,Loss,110,OKC,West,Northwest,119
2013,11/8/2013,CHI,East,Central,Win,97,UTA,West,Northwest,73
2013,11/8/2013,MIN,West,Northwest,Win,116,DAL,West,Southwest,108
2013,11/8/2013,NO,West,Southwest,Win,96,LAL,West,Pacific,85
2013,11/8/2013,SA,West,Southwest,Win,76,GS,West,Pacific,74
2013,11/8/2013,PHO,West,Pacific,Win,114,DEN,West,Northwest,103
2013,11/8/2013,POR,West,Northwest,Win,104,SAC,West,Pacific,91
2013,11/9/2013,TOR,East,Atlantic,Win,115,UTA,West,Northwest,91
2013,11/9/2013,ATL,East,Southeast,Win,104,ORL,East,Southeast,94
2013,11/9/2013,BKN,East,Atlantic,Loss,91,IND,East,Central,96
2013,11/9/2013,CLE,East,Central,Win,127,PHI,East,Atlantic,125
2013,11/9/2013,MIA,East,Southeast,Loss,110,BOS,East,Atlantic,111
2013,11/9/2013,HOU,West,Southwest,Loss,94,LAC,West,Pacific,107
2013,11/9/2013,MEM,West,Southwest,Win,108,GS,West,Pacific,90
2013,11/9/2013,MIL,East,Central,Loss,83,DAL,West,Southwest,91
2013,11/9/2013,SAC,West,Pacific,Loss,85,POR,West,Northwest,96
2013,11/10/2013,NY,East,Atlantic,Loss,89,SA,West,Southwest,120
2013,11/10/2013,OKC,West,Northwest,Win,106,WAS,East,Southeast,105
2013,11/10/2013,PHO,West,Pacific,Win,101,NO,West,Southwest,94
2013,11/10/2013,LAL,West,Pacific,Loss,90,MIN,West,Northwest,113
2013,11/11/2013,CHA,East,Southeast,Loss,94,ATL,East,Southeast,103
2013,11/11/2013,IND,East,Central,Win,95,MEM,West,Southwest,79
2013,11/11/2013,PHI,East,Atlantic,Loss,85,SA,West,Southwest,109
2013,11/11/2013,BOS,East,Atlantic,Win,120,ORL,East,Southeast,105
2013,11/11/2013,CHI,East,Central,Win,96,CLE,East,Central,81
2013,11/11/2013,HOU,West,Southwest,Win,110,TOR,East,Atlantic,104
2013,11/11/2013,UTA,West,Northwest,Loss,81,DEN,West,Northwest,100
2013,11/11/2013,POR,West,Northwest,Win,109,DET,East,Central,103
2013,11/11/2013,LAC,West,Pacific,Win,109,MIN,West,Northwest,107
2013,11/12/2013,MIA,East,Southeast,Win,118,MIL,East,Central,95
2013,11/12/2013,DAL,West,Southwest,Win,105,WAS,East,Southeast,95
2013,11/12/2013,GS,West,Pacific,Win,113,DET,East,Central,95
2013,11/12/2013,LAL,West,Pacific,Win,116,NO,West,Southwest,95
2013,11/13/2013,ORL,East,Southeast,Win,94,MIL,East,Central,91
2013,11/13/2013,PHI,East,Atlantic,Win,123,HOU,West,Southwest,117
2013,11/13/2013,BOS,East,Atlantic,Loss,83,CHA,East,Southeast,89
2013,11/13/2013,MEM,West,Southwest,Loss,87,TOR,East,Atlantic,103
2013,11/13/2013,MIN,West,Northwest,Win,124,CLE,East,Central,95
2013,11/13/2013,ATL,East,Southeast,Loss,91,NY,East,Atlantic,95
2013,11/13/2013,SA,West,Southwest,Win,92,WAS,East,Southeast,79
2013,11/13/2013,DEN,West,Northwest,Win,111,LAL,West,Pacific,99
2013,11/13/2013,UTA,West,Northwest,Win,111,NO,West,Southwest,105
2013,11/13/2013,POR,West,Northwest,Win,90,PHO,West,Pacific,89
2013,11/13/2013,SAC,West,Pacific,Win,107,BKN,East,Atlantic,86
2013,11/13/2013,LAC,West,Pacific,Win,111,OKC,West,Northwest,103
2013,11/14/2013,NY,East,Atlantic,Loss,106,HOU,West,Southwest,109
2013,11/14/2013,GS,West,Pacific,Win,116,OKC,West,Northwest,115
2013,11/15/2013,IND,East,Central,Win,104,MIL,East,Central,77
2013,11/15/2013,TOR,East,Atlantic,Loss,80,CHI,East,Central,96
2013,11/15/2013,ATL,East,Southeast,Win,113,PHI,East,Atlantic,103
2013,11/15/2013,BOS,East,Atlantic,Loss,96,POR,West,Northwest,109
2013,11/15/2013,CLE,East,Central,Loss,80,CHA,East,Southeast,86
2013,11/15/2013,MIA,East,Southeast,Win,110,DAL,West,Southwest,104
2013,11/15/2013,DEN,West,Northwest,Win,117,MIN,West,Northwest,113
2013,11/15/2013,PHO,West,Pacific,Loss,98,BKN,East,Atlantic,100
2013,11/15/2013,UTA,West,Northwest,Loss,82,SA,West,Southwest,91
2013,11/15/2013,LAL,West,Pacific,Loss,86,MEM,West,Southwest,89
2013,11/15/2013,SAC,West,Pacific,Loss,90,DET,East,Central,97
2013,11/16/2013,CHA,East,Southeast,Loss,81,MIA,East,Southeast,97
2013,11/16/2013,ORL,East,Southeast,Loss,100,DAL,West,Southwest,108
2013,11/16/2013,WAS,East,Southeast,Loss,96,CLE,East,Central,103
2013,11/16/2013,NY,East,Atlantic,Loss,90,ATL,East,Southeast,110
2013,11/16/2013,CHI,East,Central,Win,110,IND,East,Central,94
2013,11/16/2013,HOU,West,Southwest,Win,122,DEN,West,Northwest,111
2013,11/16/2013,MIN,West,Northwest,Win,106,BOS,East,Atlantic,88
2013,11/16/2013,NO,West,Southwest,Win,135,PHI,East,Atlantic,98
2013,11/16/2013,MIL,East,Central,Loss,79,OKC,West,Northwest,92
2013,11/16/2013,GS,West,Pacific,Win,102,UTA,West,Northwest,88
2013,11/16/2013,LAC,West,Pacific,Win,110,BKN,East,Atlantic,103
2013,11/17/2013,TOR,East,Atlantic,Loss,110,POR,West,Northwest,118
2013,11/17/2013,SAC,West,Pacific,Loss,86,MEM,West,Southwest,97
2013,11/17/2013,LAL,West,Pacific,Win,114,DET,East,Central,99
2013,11/18/2013,BKN,East,Atlantic,Loss,98,POR,West,Northwest,108
2013,11/18/2013,CHI,East,Central,Win,86,CHA,East,Southeast,81
2013,11/18/2013,OKC,West,Northwest,Win,115,DEN,West,Northwest,113
2013,11/18/2013,DAL,West,Southwest,Win,97,PHI,East,Atlantic,94
2013,11/18/2013,UTA,West,Northwest,Loss,87,GS,West,Pacific,98
2013,11/18/2013,LAC,West,Pacific,Loss,102,MEM,West,Southwest,106
2013,11/19/2013,WAS,East,Southeast,Win,104,MIN,West,Northwest,100
2013,11/19/2013,DET,East,Central,Win,92,NY,East,Atlantic,86
2013,11/19/2013,MIA,East,Southeast,Win,104,ATL,East,Southeast,88
2013,11/19/2013,HOU,West,Southwest,Win,109,BOS,East,Atlantic,85
2013,11/19/2013,SAC,West,Pacific,Win,107,PHO,West,Pacific,104
2013,11/20/2013,CHA,East,Southeast,Win,95,BKN,East,Atlantic,91
2013,11/20/2013,CLE,East,Central,Loss,91,WAS,East,Southeast,98
2013,11/20/2013,NY,East,Atlantic,Loss,96,IND,East,Central,103
2013,11/20/2013,ORL,East,Southeast,Loss,92,MIA,East,Southeast,120
2013,11/20/2013,PHI,East,Atlantic,Loss,98,TOR,East,Atlantic,108
2013,11/20/2013,ATL,East,Southeast,Win,93,DET,East,Central,85
2013,11/20/2013,MIL,East,Central,Loss,82,POR,West,Northwest,91
2013,11/20/2013,MIN,West,Northwest,Loss,98,LAC,West,Pacific,102
2013,11/20/2013,NO,West,Southwest,Win,105,UTA,West,Northwest,98
2013,11/20/2013,SA,West,Southwest,Win,104,BOS,East,Atlantic,93
2013,11/20/2013,PHO,West,Pacific,Loss,106,SAC,West,Pacific,113
2013,11/20/2013,DAL,West,Southwest,Win,123,HOU,West,Southwest,120
2013,11/20/2013,GS,West,Pacific,Loss,81,MEM,West,Southwest,88
2013,11/21/2013,OKC,West,Northwest,Win,105,LAC,West,Pacific,91
2013,11/21/2013,DEN,West,Northwest,Win,97,CHI,East,Central,87
2013,11/22/2013,CHA,East,Southeast,Loss,91,PHO,West,Pacific,98
2013,11/22/2013,PHI,East,Atlantic,Win,115,MIL,East,Central,107
2013,11/22/2013,TOR,East,Atlantic,Win,96,WAS,East,Southeast,88
2013,11/22/2013,BOS,East,Atlantic,Loss,82,IND,East,Central,97
2013,11/22/2013,DET,East,Central,Loss,89,ATL,East,Southeast,96
2013,11/22/2013,MEM,West,Southwest,Loss,86,SA,West,Southwest,102
2013,11/22/2013,MIN,West,Northwest,Win,111,BKN,East,Atlantic,81
2013,11/22/2013,NO,West,Southwest,Win,104,CLE,East,Central,100
2013,11/22/2013,DAL,West,Southwest,Win,103,UTA,West,Northwest,93
2013,11/22/2013,POR,West,Northwest,Win,98,CHI,East,Central,95
2013,11/22/2013,LAL,West,Pacific,Win,102,GS,West,Pacific,95
2013,11/23/2013,LAC,West,Pacific,Win,103,SAC,West,Pacific,102
2013,11/23/2013,IND,East,Central,Win,106,PHI,East,Atlantic,98
2013,11/23/2013,WAS,East,Southeast,Win,98,NY,East,Atlantic,89
2013,11/23/2013,ATL,East,Southeast,Loss,87,BOS,East,Atlantic,94
2013,11/23/2013,MIA,East,Southeast,Win,101,ORL,East,Southeast,99
2013,11/23/2013,HOU,West,Southwest,Win,112,MIN,West,Northwest,101
2013,11/23/2013,MIL,East,Central,Loss,72,CHA,East,Southeast,96
2013,11/23/2013,SA,West,Southwest,Win,126,CLE,East,Central,96
2013,11/23/2013,DEN,West,Northwest,Win,102,DAL,West,Southwest,100
2013,11/23/2013,GS,West,Pacific,Loss,101,POR,West,Northwest,113
2013,11/24/2013,BKN,East,Atlantic,Loss,97,DET,East,Central,109
2013,11/24/2013,LAC,West,Pacific,Win,121,CHI,East,Central,82
2013,11/24/2013,ORL,East,Southeast,Loss,96,PHO,West,Pacific,104
2013,11/24/2013,OKC,West,Northwest,Win,95,UTA,West,Northwest,73
2013,11/24/2013,LAL,West,Pacific,Win,100,SAC,West,Pacific,86
2013,11/25/2013,CHA,East,Southeast,Loss,86,BOS,East,Atlantic,96
2013,11/25/2013,IND,East,Central,Win,98,MIN,West,Northwest,84
2013,11/25/2013,DET,East,Central,Win,113,MIL,East,Central,94
2013,11/25/2013,MIA,East,Southeast,Win,107,PHO,West,Pacific,92
2013,11/25/2013,MEM,West,Southwest,Loss,86,HOU,West,Southwest,93
2013,11/25/2013,DAL,West,Southwest,Loss,96,DEN,West,Northwest,110
2013,11/25/2013,SA,West,Southwest,Win,112,NO,West,Southwest,93
2013,11/25/2013,UTA,West,Northwest,Win,89,CHI,East,Central,83
2013,11/25/2013,POR,West,Northwest,Win,102,NY,East,Atlantic,91
2013,11/26/2013,TOR,East,Atlantic,Loss,100,BKN,East,Atlantic,102
2013,11/26/2013,WAS,East,Southeast,Win,116,LAL,West,Pacific,111
2013,11/26/2013,ATL,East,Southeast,Loss,92,ORL,East,Southeast,109
2013,11/26/2013,NO,West,Southwest,Loss,101,GS,West,Pacific,102
2013,11/27/2013,CHA,East,Southeast,Loss,74,IND,East,Central,99
2013,11/27/2013,ORL,East,Southeast,Win,105,PHI,East,Atlantic,94
2013,11/27/2013,BOS,East,Atlantic,Loss,93,MEM,West,Southwest,100
2013,11/27/2013,BKN,East,Atlantic,Loss,94,LAL,West,Pacific,99
2013,11/27/2013,CLE,East,Central,Loss,84,MIA,East,Southeast,95
2013,11/27/2013,DET,East,Central,Loss,79,CHI,East,Central,99
2013,11/27/2013,HOU,West,Southwest,Win,113,ATL,East,Southeast,84
2013,11/27/2013,MIL,East,Central,Loss,92,WAS,East,Southeast,100
2013,11/27/2013,MIN,West,Northwest,Loss,110,DEN,West,Northwest,117
2013,11/27/2013,OKC,West,Northwest,Win,94,SA,West,Southwest,88
2013,11/27/2013,DAL,West,Southwest,Win,103,GS,West,Pacific,99
2013,11/27/2013,PHO,West,Pacific,Win,120,POR,West,Northwest,106
2013,11/27/2013,LAC,West,Pacific,Win,93,NY,East,Atlantic,80
2013,11/29/2013,CHA,East,Southeast,Win,92,MIL,East,Central,76
2013,11/29/2013,ORL,East,Southeast,Loss,91,SA,West,Southwest,109
2013,11/29/2013,TOR,East,Atlantic,Loss,83,MIA,East,Southeast,90
2013,11/29/2013,ATL,East,Southeast,Win,88,DAL,West,Southwest,87
2013,11/29/2013,BOS,East,Atlantic,Win,103,CLE,East,Central,86
2013,11/29/2013,DET,East,Central,Loss,102,LAL,West,Pacific,106
2013,11/29/2013,HOU,West,Southwest,Win,114,BKN,East,Atlantic,95
2013,11/29/2013,OKC,West,Northwest,Win,113,GS,West,Pacific,112
2013,11/29/2013,IND,East,Central,Win,93,WAS,East,Southeast,73
2013,11/29/2013,PHI,East,Atlantic,Loss,105,NO,West,Southwest,121
2013,11/29/2013,DEN,West,Northwest,Win,97,NY,East,Atlantic,95
2013,11/29/2013,UTA,West,Northwest,Loss,101,PHO,West,Pacific,112
2013,11/29/2013,SAC,West,Pacific,Loss,98,LAC,West,Pacific,104
2013,11/30/2013,WAS,East,Southeast,Win,108,ATL,East,Southeast,101
2013,11/30/2013,CLE,East,Central,Win,97,CHI,East,Central,93
2013,11/30/2013,MEM,West,Southwest,Loss,88,BKN,East,Atlantic,97
2013,11/30/2013,DAL,West,Southwest,Loss,106,MIN,West,Northwest,112
2013,11/30/2013,SA,West,Southwest,Loss,106,HOU,West,Southwest,112
2013,11/30/2013,PHO,West,Pacific,Loss,104,UTA,West,Northwest,112
2013,11/30/2013,MIL,East,Central,Win,92,BOS,East,Atlantic,85
2013,12/1/2013,TOR,East,Atlantic,Loss,98,DEN,West,Northwest,112
2013,12/1/2013,LAC,West,Pacific,Loss,100,IND,East,Central,105
2013,12/1/2013,DET,East,Central,Win,115,PHI,East,Atlantic,100
2013,12/1/2013,SAC,West,Pacific,Loss,113,GS,West,Pacific,115
2013,12/1/2013,MIA,East,Southeast,Win,99,CHA,East,Southeast,98
2013,12/1/2013,OKC,West,Northwest,Win,113,MIN,West,Northwest,103
2013,12/1/2013,NY,East,Atlantic,Loss,99,NO,West,Southwest,103
2013,12/1/2013,LAL,West,Pacific,Loss,108,POR,West,Northwest,114
2013,12/2/2013,WAS,East,Southeast,Win,98,ORL,East,Southeast,80
2013,12/2/2013,CHI,East,Central,Loss,128,NO,West,Southwest,131
2013,12/2/2013,SA,West,Southwest,Win,102,ATL,East,Southeast,100
2013,12/2/2013,UTA,West,Northwest,Win,109,HOU,West,Southwest,103
2013,12/2/2013,POR,West,Northwest,Win,106,IND,East,Central,102
2013,12/3/2013,PHI,East,Atlantic,Win,126,ORL,East,Southeast,125
2013,12/3/2013,BOS,East,Atlantic,Win,108,MIL,East,Central,100
2013,12/3/2013,BKN,East,Atlantic,Loss,87,DEN,West,Northwest,111
2013,12/3/2013,MIA,East,Southeast,Loss,97,DET,East,Central,107
2013,12/3/2013,MEM,West,Southwest,Win,110,PHO,West,Pacific,91
2013,12/3/2013,DAL,West,Southwest,Win,89,CHA,East,Southeast,82
2013,12/3/2013,SAC,West,Pacific,Loss,95,OKC,West,Northwest,97
2013,12/3/2013,GS,West,Pacific,Win,112,TOR,East,Atlantic,103
2013,12/4/2013,CLE,East,Central,Win,98,DEN,West,Northwest,88
2013,12/4/2013,ATL,East,Southeast,Win,107,LAC,West,Pacific,97
2013,12/4/2013,HOU,West,Southwest,Loss,88,PHO,West,Pacific,97
2013,12/4/2013,MIL,East,Central,Loss,98,DET,East,Central,105
2013,12/4/2013,NO,West,Southwest,Loss,97,DAL,West,Southwest,100
2013,12/4/2013,UTA,West,Northwest,Loss,86,IND,East,Central,95
2013,12/4/2013,POR,West,Northwest,Win,111,OKC,West,Northwest,104
2013,12/5/2013,BKN,East,Atlantic,Loss,83,NY,East,Atlantic,113
2013,12/5/2013,MEM,West,Southwest,Loss,81,LAC,West,Pacific,101
2013,12/5/2013,CHI,East,Central,Win,107,MIA,East,Southeast,87
2013,12/6/2013,CHA,East,Southeast,Win,105,PHI,East,Atlantic,88
2013,12/6/2013,WAS,East,Southeast,Loss,105,MIL,East,Central,109
2013,12/6/2013,ATL,East,Southeast,Win,108,CLE,East,Central,89
2013,12/6/2013,BOS,East,Atlantic,Win,106,DEN,West,Northwest,98
2013,12/6/2013,NY,East,Atlantic,Win,121,ORL,East,Southeast,83
2013,12/6/2013,HOU,West,Southwest,Win,105,GS,West,Pacific,83
2013,12/6/2013,NO,West,Southwest,Loss,95,OKC,West,Northwest,109
2013,12/6/2013,PHO,West,Pacific,Win,106,TOR,East,Atlantic,97
2013,12/6/2013,POR,West,Northwest,Win,130,UTA,West,Northwest,98
2013,12/6/2013,SAC,West,Pacific,Loss,100,LAL,West,Pacific,106
2013,12/7/2013,PHI,East,Atlantic,Loss,92,DEN,West,Northwest,103
2013,12/7/2013,CLE,East,Central,Win,88,LAC,West,Pacific,82
2013,12/7/2013,CHI,East,Central,Loss,75,DET,East,Central,92
2013,12/7/2013,MEM,West,Southwest,Loss,82,GS,West,Pacific,108
2013,12/7/2013,MIN,West,Northwest,Loss,82,MIA,East,Southeast,103
2013,12/7/2013,MIL,East,Central,Loss,82,BKN,East,Atlantic,90
2013,12/7/2013,SA,West,Southwest,Loss,100,IND,East,Central,111
2013,12/7/2013,UTA,West,Northwest,Loss,102,SAC,West,Pacific,112
2013,12/7/2013,POR,West,Northwest,Loss,106,DAL,West,Southwest,108
2013,12/8/2013,NY,East,Atlantic,Loss,73,BOS,East,Atlantic,114
2013,12/8/2013,DET,East,Central,Loss,95,MIA,East,Southeast,110
2013,12/8/2013,HOU,West,Southwest,Win,98,ORL,East,Southeast,88
2013,12/8/2013,OKC,West,Northwest,Win,118,IND,East,Central,94
2013,12/8/2013,LAL,West,Pacific,Loss,94,TOR,East,Atlantic,106
2013,12/9/2013,CHA,East,Southeast,Win,115,GS,West,Pacific,111
2013,12/9/2013,PHI,East,Atlantic,Loss,83,LAC,West,Pacific,94
2013,12/9/2013,WAS,East,Southeast,Loss,74,DEN,West,Northwest,75
2013,12/9/2013,MEM,West,Southwest,Win,94,ORL,East,Southeast,85
2013,12/9/2013,UTA,West,Northwest,Loss,94,POR,West,Northwest,105
2013,12/9/2013,SAC,West,Pacific,Win,112,DAL,West,Southwest,97
2013,12/10/2013,CLE,East,Central,Win,109,NY,East,Atlantic,94
2013,12/10/2013,IND,East,Central,Win,90,MIA,East,Southeast,84
2013,12/10/2013,TOR,East,Atlantic,Loss,103,SA,West,Southwest,116
2013,12/10/2013,ATL,East,Southeast,Loss,92,OKC,West,Northwest,101
2013,12/10/2013,BKN,East,Atlantic,Win,104,BOS,East,Atlantic,96
2013,12/10/2013,DET,East,Central,Loss,94,MIN,West,Northwest,121
2013,12/10/2013,CHI,East,Central,Loss,74,MIL,East,Central,78
2013,12/10/2013,LAL,West,Pacific,Loss,108,PHO,West,Pacific,114
2013,12/11/2013,CHA,East,Southeast,Loss,83,ORL,East,Southeast,92
2013,12/11/2013,BOS,East,Atlantic,Loss,88,LAC,West,Pacific,96
2013,12/11/2013,MEM,West,Southwest,Loss,100,OKC,West,Northwest,116
2013,12/11/2013,MIL,East,Central,Loss,77,SA,West,Southwest,109
2013,12/11/2013,MIN,West,Northwest,Win,106,PHI,East,Atlantic,99
2013,12/11/2013,NO,West,Southwest,Win,111,DET,East,Central,106
2013,12/11/2013,NY,East,Atlantic,Win,83,CHI,East,Central,78
2013,12/11/2013,SAC,West,Pacific,Loss,101,UTA,West,Northwest,122
2013,12/11/2013,GS,West,Pacific,Win,95,DAL,West,Southwest,93
2013,12/12/2013,BKN,East,Atlantic,Win,102,LAC,West,Pacific,93
2013,12/12/2013,POR,West,Northwest,Win,111,HOU,West,Southwest,104
2013,12/13/2013,IND,East,Central,Win,99,CHA,East,Southeast,94
2013,12/13/2013,ORL,East,Southeast,Loss,100,CLE,East,Central,109
2013,12/13/2013,TOR,East,Atlantic,Win,108,PHI,East,Atlantic,100
2013,12/13/2013,ATL,East,Southeast,Win,101,WAS,East,Southeast,99
2013,12/13/2013,BOS,East,Atlantic,Win,90,NY,East,Atlantic,86
2013,12/13/2013,DET,East,Central,Win,103,BKN,East,Atlantic,99
2013,12/13/2013,NO,West,Southwest,Win,104,MEM,West,Southwest,98
2013,12/13/2013,OKC,West,Northwest,Win,122,LAL,West,Pacific,97
2013,12/13/2013,MIL,East,Central,Loss,90,CHI,East,Central,91
2013,12/13/2013,SA,West,Southwest,Win,117,MIN,West,Northwest,110
2013,12/13/2013,DEN,West,Northwest,Loss,93,UTA,West,Northwest,103
2013,12/13/2013,PHO,West,Pacific,Win,116,SAC,West,Pacific,107
2013,12/13/2013,GS,West,Pacific,Loss,112,HOU,West,Southwest,116
2013,12/14/2013,CHA,East,Southeast,Loss,85,LAL,West,Pacific,88
2013,12/14/2013,WAS,East,Southeast,Loss,97,LAC,West,Pacific,113
2013,12/14/2013,MIA,East,Southeast,Win,114,CLE,East,Central,107
2013,12/14/2013,NY,East,Atlantic,Win,111,ATL,East,Southeast,106
2013,12/14/2013,CHI,East,Central,Loss,77,TOR,East,Atlantic,99
2013,12/14/2013,PHI,East,Atlantic,Loss,105,POR,West,Northwest,139
2013,12/14/2013,DAL,West,Southwest,Win,106,MIL,East,Central,93
2013,12/14/2013,UTA,West,Northwest,Loss,84,SA,West,Southwest,100
2013,12/15/2013,SAC,West,Pacific,Win,106,HOU,West,Southwest,91
2013,12/15/2013,MEM,West,Southwest,Loss,93,MIN,West,Northwest,101
2013,12/15/2013,DET,East,Central,Loss,109,POR,West,Northwest,111
2013,12/15/2013,OKC,West,Northwest,Win,101,ORL,East,Southeast,98
2013,12/15/2013,DEN,West,Northwest,Win,102,NO,West,Southwest,93
2013,12/15/2013,PHO,West,Pacific,Win,106,GS,West,Pacific,102
2013,12/16/2013,IND,East,Central,Loss,96,DET,East,Central,101
2013,12/16/2013,ATL,East,Southeast,Win,114,LAL,West,Pacific,100
2013,12/16/2013,BOS,East,Atlantic,Win,101,MIN,West,Northwest,97
2013,12/16/2013,BKN,East,Atlantic,Win,130,PHI,East,Atlantic,94
2013,12/16/2013,MIA,East,Southeast,Win,117,UTA,West,Northwest,94
2013,12/16/2013,NY,East,Atlantic,Loss,101,WAS,East,Southeast,102
2013,12/16/2013,CHI,East,Central,Loss,82,ORL,East,Southeast,83
2013,12/16/2013,LAC,West,Pacific,Win,115,SA,West,Southwest,92
2013,12/17/2013,CHA,East,Southeast,Win,95,SAC,West,Pacific,87
2013,12/17/2013,CLE,East,Central,Loss,116,POR,West,Northwest,119
2013,12/17/2013,MEM,West,Southwest,Loss,92,LAL,West,Pacific,96
2013,12/17/2013,DEN,West,Northwest,Loss,93,OKC,West,Northwest,105
2013,12/17/2013,GS,West,Pacific,Win,104,NO,West,Southwest,93
2013,12/18/2013,MIA,East,Southeast,Win,97,IND,East,Central,94
2013,12/18/2013,ORL,East,Southeast,Loss,82,UTA,West,Northwest,86
2013,12/18/2013,TOR,East,Atlantic,Loss,102,CHA,East,Southeast,104
2013,12/18/2013,ATL,East,Southeast,Win,124,SAC,West,Pacific,107
2013,12/18/2013,BOS,East,Atlantic,Loss,106,DET,East,Central,107
2013,12/18/2013,BKN,East,Atlantic,Loss,107,WAS,East,Southeast,113
2013,12/18/2013,MIL,East,Central,Loss,101,NY,East,Atlantic,107
2013,12/18/2013,MIN,West,Northwest,Win,120,POR,West,Northwest,109
2013,12/18/2013,DAL,West,Southwest,Win,105,MEM,West,Southwest,91
2013,12/18/2013,PHO,West,Pacific,Loss,101,SA,West,Southwest,108
2013,12/18/2013,HOU,West,Southwest,Win,109,CHI,East,Central,94
2013,12/18/2013,LAC,West,Pacific,Win,108,NO,West,Southwest,95
2013,12/19/2013,OKC,West,Northwest,Win,107,CHI,East,Central,95
2013,12/19/2013,GS,West,Pacific,Loss,102,SA,West,Southwest,104
2013,12/20/2013,PHI,East,Atlantic,Win,121,BKN,East,Atlantic,120
2013,12/20/2013,ATL,East,Southeast,Win,118,UTA,West,Northwest,85
2013,12/20/2013,CLE,East,Central,Win,114,MIL,East,Central,111
2013,12/20/2013,DET,East,Central,Loss,106,CHA,East,Southeast,116
2013,12/20/2013,MIA,East,Southeast,Win,122,SAC,West,Pacific,103
2013,12/20/2013,IND,East,Central,Win,114,HOU,West,Southwest,81
2013,12/20/2013,DAL,West,Southwest,Loss,108,TOR,East,Atlantic,109
2013,12/20/2013,DEN,West,Northwest,Loss,99,PHO,West,Pacific,103
2013,12/20/2013,LAL,West,Pacific,Win,104,MIN,West,Northwest,91
2013,12/21/2013,NY,East,Atlantic,Loss,87,MEM,West,Southwest,95
2013,12/21/2013,BOS,East,Atlantic,Loss,99,WAS,East,Southeast,106
2013,12/21/2013,CHA,East,Southeast,Loss,85,UTA,West,Northwest,88
2013,12/21/2013,ORL,East,Southeast,Loss,100,SAC,West,Pacific,105
2013,12/21/2013,DET,East,Central,Loss,97,HOU,West,Southwest,114
2013,12/21/2013,CHI,East,Central,Win,100,CLE,East,Central,84
2013,12/21/2013,MIL,East,Central,Win,116,PHI,East,Atlantic,106
2013,12/21/2013,SA,West,Southwest,Loss,100,OKC,West,Northwest,113
2013,12/21/2013,PHO,West,Pacific,Win,123,DAL,West,Southwest,108
2013,12/21/2013,POR,West,Northwest,Win,110,NO,West,Southwest,107
2013,12/21/2013,GS,West,Pacific,Win,102,LAL,West,Pacific,83
2013,12/21/2013,LAC,West,Pacific,Win,112,DEN,West,Northwest,91
2013,12/22/2013,IND,East,Central,Win,106,BOS,East,Atlantic,79
2013,12/22/2013,OKC,West,Northwest,Loss,98,TOR,East,Atlantic,104
2013,12/22/2013,LAC,West,Pacific,Win,120,MIN,West,Northwest,116
2013,12/23/2013,CHA,East,Southeast,Win,111,MIL,East,Central,110
2013,12/23/2013,CLE,East,Central,Loss,92,DET,East,Central,115
2013,12/23/2013,ORL,East,Southeast,Loss,98,NY,East,Atlantic,103
2013,12/23/2013,BKN,East,Atlantic,Loss,86,IND,East,Central,103
2013,12/23/2013,MIA,East,Southeast,Win,121,ATL,East,Southeast,119
2013,12/23/2013,HOU,West,Southwest,Loss,104,DAL,West,Southwest,111
