Season,Date,Visitor,Visit_League,Home,HomeLeague,VisitScore,HomeScore
2006,6/9/2006,ATL,NL,HOU,NL,2,7
2006,6/9/2006,SLN,NL,MIL,NL,10,6
2006,6/9/2006,FLO,NL,SDN,NL,2,3
2006,6/9/2006,PIT,NL,SFN,NL,3,2
2006,6/9/2006,PHI,NL,WAS,NL,8,9
2006,6/10/2006,SEA,AL,ANA,AL,12,6
2006,6/10/2006,TEX,AL,BOS,AL,7,4
2006,6/10/2006,CLE,AL,CHA,AL,3,4
2006,6/10/2006,TBA,AL,KCA,AL,9,5
2006,6/10/2006,BAL,AL,MIN,AL,9,7
2006,6/10/2006,OAK,AL,NYA,AL,5,2
2006,6/10/2006,DET,AL,TOR,AL,5,3
2006,6/10/2006,NYN,NL,ARI,NL,5,0
2006,6/10/2006,CHN,NL,CIN,NL,4,2
2006,6/10/2006,LAN,NL,COL,NL,9,12
2006,6/10/2006,ATL,NL,HOU,NL,4,2
2006,6/10/2006,SLN,NL,MIL,NL,3,4
2006,6/10/2006,FLO,NL,SDN,NL,2,1
2006,6/10/2006,PIT,NL,SFN,NL,2,0
2006,6/10/2006,PHI,NL,WAS,NL,6,2
2006,6/11/2006,SEA,AL,ANA,AL,6,2
2006,6/11/2006,TEX,AL,BOS,AL,4,5
2006,6/11/2006,TEX,AL,BOS,AL,13,6
2006,6/11/2006,CLE,AL,CHA,AL,10,8
2006,6/11/2006,TBA,AL,KCA,AL,8,2
2006,6/11/2006,BAL,AL,MIN,AL,0,4
2006,6/11/2006,OAK,AL,NYA,AL,6,5
2006,6/11/2006,DET,AL,TOR,AL,10,5
2006,6/11/2006,NYN,NL,ARI,NL,15,2
2006,6/11/2006,CHN,NL,CIN,NL,9,3
2006,6/11/2006,LAN,NL,COL,NL,6,5
2006,6/11/2006,ATL,NL,HOU,NL,4,14
2006,6/11/2006,SLN,NL,MIL,NL,7,5
2006,6/11/2006,FLO,NL,SDN,NL,7,3
2006,6/11/2006,PIT,NL,SFN,NL,7,5
2006,6/11/2006,PHI,NL,WAS,NL,0,6
2006,6/12/2006,KCA,AL,ANA,AL,3,4
2006,6/12/2006,TBA,AL,DET,AL,3,4
2006,6/12/2006,CHA,AL,TEX,AL,8,3
2006,6/12/2006,BAL,AL,TOR,AL,6,4
2006,6/12/2006,MIL,NL,CIN,NL,6,5
2006,6/12/2006,COL,NL,WAS,NL,4,3
2006,6/13/2006,KCA,AL,ANA,AL,1,4
2006,6/13/2006,TBA,AL,DET,AL,1,7
2006,6/13/2006,BOS,AL,MIN,AL,2,5
2006,6/13/2006,CLE,AL,NYA,AL,0,1
2006,6/13/2006,SEA,AL,OAK,AL,0,2
2006,6/13/2006,CHA,AL,TEX,AL,5,2
2006,6/13/2006,BAL,AL,TOR,AL,1,7
2006,6/13/2006,SFN,NL,ARI,NL,1,2
2006,6/13/2006,HOU,NL,CHN,NL,9,2
2006,6/13/2006,MIL,NL,CIN,NL,6,4
2006,6/13/2006,ATL,NL,FLO,NL,1,4
2006,6/13/2006,NYN,NL,PHI,NL,9,7
2006,6/13/2006,SLN,NL,PIT,NL,2,1
2006,6/13/2006,LAN,NL,SDN,NL,1,9
2006,6/13/2006,COL,NL,WAS,NL,9,2
2006,6/14/2006,KCA,AL,ANA,AL,4,3
2006,6/14/2006,TBA,AL,DET,AL,5,1
2006,6/14/2006,BOS,AL,MIN,AL,1,8
2006,6/14/2006,CLE,AL,NYA,AL,1,6
2006,6/14/2006,SEA,AL,OAK,AL,2,7
2006,6/14/2006,CHA,AL,TEX,AL,0,8
2006,6/14/2006,BAL,AL,TOR,AL,3,6
2006,6/14/2006,SFN,NL,ARI,NL,11,4
2006,6/14/2006,HOU,NL,CHN,NL,5,4
2006,6/14/2006,MIL,NL,CIN,NL,0,3
2006,6/14/2006,ATL,NL,FLO,NL,5,6
2006,6/14/2006,NYN,NL,PHI,NL,9,3
2006,6/14/2006,SLN,NL,PIT,NL,7,9
2006,6/14/2006,LAN,NL,SDN,NL,3,5
2006,6/14/2006,COL,NL,WAS,NL,14,8
2006,6/15/2006,KCA,AL,ANA,AL,2,3
2006,6/15/2006,TBA,AL,DET,AL,2,6
2006,6/15/2006,BOS,AL,MIN,AL,3,5
2006,6/15/2006,CLE,AL,NYA,AL,8,4
2006,6/15/2006,SEA,AL,OAK,AL,6,9
2006,6/15/2006,CHA,AL,TEX,AL,8,2
2006,6/15/2006,BAL,AL,TOR,AL,2,4
2006,6/15/2006,SFN,NL,ARI,NL,8,2
2006,6/15/2006,HOU,NL,CHN,NL,3,2
2006,6/15/2006,ATL,NL,FLO,NL,2,3
2006,6/15/2006,NYN,NL,PHI,NL,5,4
2006,6/15/2006,SLN,NL,PIT,NL,6,5
2006,6/15/2006,LAN,NL,SDN,NL,7,3
2006,6/15/2006,COL,NL,WAS,NL,8,1
2006,6/16/2006,SDN,NL,ANA,AL,5,4
2006,6/16/2006,LAN,NL,OAK,AL,3,7
2006,6/16/2006,SFN,NL,SEA,AL,4,5
2006,6/16/2006,ARI,NL,TEX,AL,3,5
2006,6/16/2006,BOS,AL,ATL,NL,4,1
2006,6/16/2006,DET,AL,CHN,NL,5,3
2006,6/16/2006,CHA,AL,CIN,NL,12,4
2006,6/16/2006,TOR,AL,FLO,NL,1,3
2006,6/16/2006,KCA,AL,HOU,NL,7,2
2006,6/16/2006,CLE,AL,MIL,NL,4,6
2006,6/16/2006,BAL,AL,NYN,NL,6,3
2006,6/16/2006,TBA,AL,PHI,NL,10,4
2006,6/16/2006,MIN,AL,PIT,NL,4,2
2006,6/16/2006,COL,NL,SLN,NL,1,8
2006,6/16/2006,NYA,AL,WAS,NL,7,5
2006,6/17/2006,SDN,NL,ANA,AL,2,3
2006,6/17/2006,LAN,NL,OAK,AL,4,5
2006,6/17/2006,SFN,NL,SEA,AL,1,8
2006,6/17/2006,ARI,NL,TEX,AL,4,8
2006,6/17/2006,BOS,AL,ATL,NL,5,3
2006,6/17/2006,DET,AL,CHN,NL,9,3
2006,6/17/2006,CHA,AL,CIN,NL,8,6
2006,6/17/2006,TOR,AL,FLO,NL,2,8
2006,6/17/2006,KCA,AL,HOU,NL,2,7
2006,6/17/2006,CLE,AL,MIL,NL,2,3
2006,6/17/2006,BAL,AL,NYN,NL,4,2
2006,6/17/2006,TBA,AL,PHI,NL,7,2
2006,6/17/2006,MIN,AL,PIT,NL,5,3
2006,6/17/2006,COL,NL,SLN,NL,5,6
2006,6/17/2006,NYA,AL,WAS,NL,9,11
2006,6/18/2006,SDN,NL,ANA,AL,7,3
2006,6/18/2006,LAN,NL,OAK,AL,2,5
2006,6/18/2006,SFN,NL,SEA,AL,1,5
2006,6/18/2006,ARI,NL,TEX,AL,7,10
2006,6/18/2006,BOS,AL,ATL,NL,10,7
2006,6/18/2006,DET,AL,CHN,NL,12,3
2006,6/18/2006,CHA,AL,CIN,NL,8,1
2006,6/18/2006,TOR,AL,FLO,NL,1,4
2006,6/18/2006,KCA,AL,HOU,NL,7,4
2006,6/18/2006,CLE,AL,MIL,NL,3,6
2006,6/18/2006,BAL,AL,NYN,NL,4,9
2006,6/18/2006,TBA,AL,PHI,NL,5,8
2006,6/18/2006,MIN,AL,PIT,NL,8,2
2006,6/18/2006,COL,NL,SLN,NL,1,4
2006,6/18/2006,NYA,AL,WAS,NL,2,3
2006,6/19/2006,WAS,NL,BOS,AL,3,6
2006,6/19/2006,CHN,NL,CLE,AL,12,8
2006,6/19/2006,OAK,AL,COL,NL,0,7
2006,6/19/2006,DET,AL,MIL,NL,3,1
2006,6/19/2006,CIN,NL,NYN,NL,4,2
2006,6/19/2006,NYA,AL,PHI,NL,2,4
2006,6/19/2006,ARI,NL,PIT,NL,5,4
2006,6/19/2006,ANA,AL,SFN,NL,1,2
2006,6/20/2006,FLO,NL,BAL,AL,6,2
2006,6/20/2006,WAS,NL,BOS,AL,3,11
2006,6/20/2006,SLN,NL,CHA,AL,6,20
2006,6/20/2006,CHN,NL,CLE,AL,2,4
2006,6/20/2006,PIT,NL,KCA,AL,6,10
2006,6/20/2006,ARI,NL,TBA,AL,5,8
2006,6/20/2006,SDN,NL,TEX,AL,6,5
2006,6/20/2006,TOR,AL,ATL,NL,6,5
2006,6/20/2006,OAK,AL,COL,NL,0,6
2006,6/20/2006,MIN,AL,HOU,NL,6,5
2006,6/20/2006,SEA,AL,LAN,NL,9,4
2006,6/20/2006,DET,AL,MIL,NL,10,1
2006,6/20/2006,CIN,NL,NYN,NL,2,9
2006,6/20/2006,NYA,AL,PHI,NL,9,7
2006,6/20/2006,ANA,AL,SFN,NL,2,3
2006,6/21/2006,FLO,NL,BAL,AL,0,4
2006,6/21/2006,WAS,NL,BOS,AL,3,9
2006,6/21/2006,SLN,NL,CHA,AL,5,13
2006,6/21/2006,CHN,NL,CLE,AL,9,2
2006,6/21/2006,PIT,NL,KCA,AL,4,6
2006,6/21/2006,ARI,NL,TBA,AL,2,3
2006,6/21/2006,SDN,NL,TEX,AL,3,2
2006,6/21/2006,TOR,AL,ATL,NL,6,3
2006,6/21/2006,OAK,AL,COL,NL,3,2
2006,6/21/2006,MIN,AL,HOU,NL,3,5
2006,6/21/2006,SEA,AL,LAN,NL,8,5
2006,6/21/2006,DET,AL,MIL,NL,3,4
2006,6/21/2006,CIN,NL,NYN,NL,6,5
2006,6/21/2006,NYA,AL,PHI,NL,5,0
2006,6/21/2006,ANA,AL,SFN,NL,6,3
2006,6/22/2006,FLO,NL,BAL,AL,8,5
2006,6/22/2006,SLN,NL,CHA,AL,0,1
2006,6/22/2006,PIT,NL,KCA,AL,7,15
2006,6/22/2006,ARI,NL,TBA,AL,1,4
2006,6/22/2006,SDN,NL,TEX,AL,3,5
2006,6/22/2006,TOR,AL,ATL,NL,3,2
2006,6/22/2006,MIN,AL,HOU,NL,4,2
2006,6/22/2006,SEA,AL,LAN,NL,2,4
2006,6/22/2006,CIN,NL,NYN,NL,2,6
2006,6/23/2006,WAS,NL,BAL,AL,1,2
2006,6/23/2006,PHI,NL,BOS,AL,2,10
2006,6/23/2006,HOU,NL,CHA,AL,4,7
2006,6/23/2006,CIN,NL,CLE,AL,3,0
2006,6/23/2006,SLN,NL,DET,AL,6,10
2006,6/23/2006,MIL,NL,KCA,AL,7,2
2006,6/23/2006,CHN,NL,MIN,AL,2,7
2006,6/23/2006,FLO,NL,NYA,AL,5,6
2006,6/23/2006,ATL,NL,TBA,AL,4,3
2006,6/23/2006,NYN,NL,TOR,AL,6,1
2006,6/23/2006,ANA,AL,ARI,NL,8,2
2006,6/23/2006,TEX,AL,COL,NL,8,6
2006,6/23/2006,PIT,NL,LAN,NL,4,10
2006,6/23/2006,SEA,AL,SDN,NL,1,2
2006,6/23/2006,OAK,AL,SFN,NL,4,3
2006,6/24/2006,WAS,NL,BAL,AL,2,3
2006,6/24/2006,PHI,NL,BOS,AL,3,5
2006,6/24/2006,HOU,NL,CHA,AL,5,6
2006,6/24/2006,CIN,NL,CLE,AL,0,4
2006,6/24/2006,SLN,NL,DET,AL,6,7
2006,6/24/2006,MIL,NL,KCA,AL,5,6
2006,6/24/2006,CHN,NL,MIN,AL,0,3
2006,6/24/2006,ATL,NL,TBA,AL,2,3
2006,6/24/2006,NYN,NL,TOR,AL,4,7
2006,6/24/2006,ANA,AL,ARI,NL,6,4
2006,6/24/2006,TEX,AL,COL,NL,6,11
2006,6/24/2006,PIT,NL,LAN,NL,0,7
2006,6/24/2006,SEA,AL,SDN,NL,9,5
2006,6/24/2006,OAK,AL,SFN,NL,7,8
2006,6/25/2006,WAS,NL,BAL,AL,9,5
2006,6/25/2006,HOU,NL,CHA,AL,10,9
2006,6/25/2006,CIN,NL,CLE,AL,4,2
2006,6/25/2006,SLN,NL,DET,AL,1,4
2006,6/25/2006,MIL,NL,KCA,AL,0,6
2006,6/25/2006,CHN,NL,MIN,AL,1,8
2006,6/25/2006,FLO,NL,NYA,AL,1,2
2006,6/25/2006,FLO,NL,NYA,AL,5,0
2006,6/25/2006,ATL,NL,TBA,AL,4,1
2006,6/25/2006,NYN,NL,TOR,AL,7,4
2006,6/25/2006,ANA,AL,ARI,NL,7,9
2006,6/25/2006,TEX,AL,COL,NL,0,3
2006,6/25/2006,PIT,NL,LAN,NL,4,7
2006,6/25/2006,SEA,AL,SDN,NL,9,4
2006,6/25/2006,OAK,AL,SFN,NL,10,4
2006,6/26/2006,COL,NL,ANA,AL,4,5
2006,6/26/2006,PHI,NL,BOS,AL,7,8
2006,6/26/2006,HOU,NL,DET,AL,4,10
2006,6/26/2006,LAN,NL,MIN,AL,2,8
2006,6/26/2006,ATL,NL,NYA,AL,2,5
2006,6/26/2006,MIL,NL,CHN,NL,6,0
2006,6/26/2006,TBA,AL,FLO,NL,5,8
2006,6/26/2006,CLE,AL,SLN,NL,10,3
2006,6/27/2006,COL,NL,ANA,AL,12,4
2006,6/27/2006,NYN,NL,BOS,AL,4,9
2006,6/27/2006,HOU,NL,DET,AL,0,4
2006,6/27/2006,LAN,NL,MIN,AL,2,9
2006,6/27/2006,ATL,NL,NYA,AL,5,2
2006,6/27/2006,WAS,NL,TOR,AL,0,6
2006,6/27/2006,SEA,AL,ARI,NL,11,7
2006,6/27/2006,MIL,NL,CHN,NL,8,5
2006,6/27/2006,KCA,AL,CIN,NL,9,8
2006,6/27/2006,TBA,AL,FLO,NL,4,8
2006,6/27/2006,CHA,AL,PIT,NL,4,2
2006,6/27/2006,OAK,AL,SDN,NL,0,3
2006,6/27/2006,TEX,AL,SFN,NL,3,5
2006,6/27/2006,CLE,AL,SLN,NL,3,1
2006,6/28/2006,COL,NL,ANA,AL,6,2
2006,6/28/2006,PHI,NL,BAL,AL,4,7
2006,6/28/2006,PHI,NL,BAL,AL,5,12
2006,6/28/2006,NYN,NL,BOS,AL,2,10
2006,6/28/2006,HOU,NL,DET,AL,0,5
2006,6/28/2006,LAN,NL,MIN,AL,3,6
2006,6/28/2006,ATL,NL,NYA,AL,3,4
2006,6/28/2006,WAS,NL,TOR,AL,1,6
2006,6/28/2006,SEA,AL,ARI,NL,10,3
2006,6/28/2006,MIL,NL,CHN,NL,3,6
2006,6/28/2006,KCA,AL,CIN,NL,2,7
2006,6/28/2006,TBA,AL,FLO,NL,3,1
2006,6/28/2006,CHA,AL,PIT,NL,4,3
2006,6/28/2006,OAK,AL,SDN,NL,1,8
2006,6/28/2006,TEX,AL,SFN,NL,1,5
2006,6/28/2006,CLE,AL,SLN,NL,4,5
2006,6/29/2006,PHI,NL,BAL,AL,4,0
2006,6/29/2006,NYN,NL,BOS,AL,2,4
2006,6/29/2006,WAS,NL,TOR,AL,4,8
2006,6/29/2006,SEA,AL,ARI,NL,3,2
2006,6/29/2006,MIL,NL,CHN,NL,5,4
2006,6/29/2006,KCA,AL,CIN,NL,5,6
2006,6/29/2006,CHA,AL,PIT,NL,6,7
2006,6/29/2006,OAK,AL,SDN,NL,6,5
2006,6/29/2006,TEX,AL,SFN,NL,1,2
2006,6/30/2006,LAN,NL,ANA,AL,6,1
2006,6/30/2006,MIL,NL,MIN,AL,2,8
2006,6/30/2006,NYN,NL,NYA,AL,0,2
2006,6/30/2006,ARI,NL,OAK,AL,6,4
2006,6/30/2006,COL,NL,SEA,AL,2,0
2006,6/30/2006,HOU,NL,TEX,AL,1,3
2006,6/30/2006,PHI,NL,TOR,AL,1,8
2006,6/30/2006,BAL,AL,ATL,NL,3,5
2006,6/30/2006,CHA,AL,CHN,NL,6,2
2006,6/30/2006,CLE,AL,CIN,NL,8,9
2006,6/30/2006,BOS,AL,FLO,NL,2,5
2006,6/30/2006,DET,AL,PIT,NL,7,6
2006,6/30/2006,SFN,NL,SDN,NL,5,6
2006,6/30/2006,KCA,AL,SLN,NL,7,5
2006,6/30/2006,TBA,AL,WAS,NL,11,1
2006,7/1/2006,LAN,NL,ANA,AL,2,9
2006,7/1/2006,MIL,NL,MIN,AL,7,10
2006,7/1/2006,NYN,NL,NYA,AL,8,3
2006,7/1/2006,ARI,NL,OAK,AL,7,2
2006,7/1/2006,COL,NL,SEA,AL,7,8
2006,7/1/2006,HOU,NL,TEX,AL,7,0
2006,7/1/2006,PHI,NL,TOR,AL,2,5
2006,7/1/2006,BAL,AL,ATL,NL,7,4
2006,7/1/2006,CHA,AL,CHN,NL,8,6
2006,7/1/2006,CLE,AL,CIN,NL,12,7
2006,7/1/2006,BOS,AL,FLO,NL,11,5
2006,7/1/2006,DET,AL,PIT,NL,2,9
2006,7/1/2006,SFN,NL,SDN,NL,4,7
2006,7/1/2006,SFN,NL,SDN,NL,4,1
2006,7/1/2006,KCA,AL,SLN,NL,8,7
2006,7/1/2006,TBA,AL,WAS,NL,3,4
2006,7/2/2006,LAN,NL,ANA,AL,0,4
2006,7/2/2006,MIL,NL,MIN,AL,0,8
2006,7/2/2006,NYN,NL,NYA,AL,7,16
2006,7/2/2006,ARI,NL,OAK,AL,3,1
2006,7/2/2006,COL,NL,SEA,AL,4,3
2006,7/2/2006,HOU,NL,TEX,AL,9,5
2006,7/2/2006,PHI,NL,TOR,AL,11,6
2006,7/2/2006,BAL,AL,ATL,NL,3,10
2006,7/2/2006,CHA,AL,CHN,NL,11,15
2006,7/2/2006,CLE,AL,CIN,NL,6,3
2006,7/2/2006,BOS,AL,FLO,NL,4,3
2006,7/2/2006,DET,AL,PIT,NL,9,8
2006,7/2/2006,SFN,NL,SDN,NL,6,2
2006,7/2/2006,KCA,AL,SLN,NL,7,9
2006,7/2/2006,TBA,AL,WAS,NL,2,6
2006,7/3/2006,BAL,AL,CHA,AL,8,1
2006,7/3/2006,NYA,AL,CLE,AL,2,5
2006,7/3/2006,MIN,AL,KCA,AL,6,5
2006,7/3/2006,DET,AL,OAK,AL,3,5
2006,7/3/2006,ANA,AL,SEA,AL,7,1
2006,7/3/2006,BOS,AL,TBA,AL,0,3
2006,7/3/2006,TOR,AL,TEX,AL,1,6
2006,7/3/2006,SLN,NL,ATL,NL,3,6
2006,7/3/2006,SFN,NL,COL,NL,9,6
2006,7/3/2006,CHN,NL,HOU,NL,2,7
2006,7/3/2006,ARI,NL,LAN,NL,4,10
2006,7/3/2006,CIN,NL,MIL,NL,7,8
2006,7/3/2006,PIT,NL,NYN,NL,11,1
2006,7/3/2006,FLO,NL,WAS,NL,1,9
2006,7/4/2006,BAL,AL,CHA,AL,0,13
2006,7/4/2006,NYA,AL,CLE,AL,1,19
2006,7/4/2006,MIN,AL,KCA,AL,2,7
2006,7/4/2006,DET,AL,OAK,AL,1,2
2006,7/4/2006,ANA,AL,SEA,AL,14,6
2006,7/4/2006,BOS,AL,TBA,AL,6,9
2006,7/4/2006,TOR,AL,TEX,AL,3,2
2006,7/4/2006,SLN,NL,ATL,NL,6,3
2006,7/4/2006,SFN,NL,COL,NL,1,6
2006,7/4/2006,CHN,NL,HOU,NL,2,7
2006,7/4/2006,ARI,NL,LAN,NL,3,11
2006,7/4/2006,CIN,NL,MIL,NL,2,5
2006,7/4/2006,PIT,NL,NYN,NL,6,7
2006,7/4/2006,SDN,NL,PHI,NL,5,6
2006,7/4/2006,FLO,NL,WAS,NL,4,6
2006,7/5/2006,BAL,AL,CHA,AL,2,4
2006,7/5/2006,NYA,AL,CLE,AL,11,3
2006,7/5/2006,MIN,AL,KCA,AL,3,6
2006,7/5/2006,DET,AL,OAK,AL,10,4
2006,7/5/2006,ANA,AL,SEA,AL,4,0
2006,7/5/2006,BOS,AL,TBA,AL,2,5
2006,7/5/2006,TOR,AL,TEX,AL,3,9
2006,7/5/2006,SLN,NL,ATL,NL,4,14
2006,7/5/2006,SFN,NL,COL,NL,3,5
2006,7/5/2006,CHN,NL,HOU,NL,1,0
2006,7/5/2006,ARI,NL,LAN,NL,4,5
2006,7/5/2006,CIN,NL,MIL,NL,5,6
2006,7/5/2006,PIT,NL,NYN,NL,0,5
2006,7/5/2006,SDN,NL,PHI,NL,6,3
2006,7/5/2006,FLO,NL,WAS,NL,18,9
2006,7/6/2006,BAL,AL,CHA,AL,8,11
2006,7/6/2006,NYA,AL,CLE,AL,10,4
2006,7/6/2006,TOR,AL,KCA,AL,2,6
2006,7/6/2006,ANA,AL,OAK,AL,5,7
2006,7/6/2006,BOS,AL,TBA,AL,12,5
2006,7/6/2006,CIN,NL,ATL,NL,7,8
2006,7/6/2006,SLN,NL,HOU,NL,2,4
2006,7/6/2006,SFN,NL,LAN,NL,5,4
2006,7/6/2006,CHN,NL,MIL,NL,0,2
2006,7/6/2006,PIT,NL,NYN,NL,5,7
2006,7/6/2006,SDN,NL,PHI,NL,5,3
2006,7/6/2006,FLO,NL,WAS,NL,7,8
2006,7/7/2006,BOS,AL,CHA,AL,7,2
2006,7/7/2006,BAL,AL,CLE,AL,0,9
2006,7/7/2006,TOR,AL,KCA,AL,3,13
2006,7/7/2006,ANA,AL,OAK,AL,3,0
2006,7/7/2006,DET,AL,SEA,AL,6,1
2006,7/7/2006,NYA,AL,TBA,AL,1,0
2006,7/7/2006,MIN,AL,TEX,AL,4,9
2006,7/7/2006,CIN,NL,ATL,NL,10,5
2006,7/7/2006,ARI,NL,COL,NL,4,3
2006,7/7/2006,SLN,NL,HOU,NL,8,2
2006,7/7/2006,SFN,NL,LAN,NL,7,9
2006,7/7/2006,CHN,NL,MIL,NL,7,2
2006,7/7/2006,FLO,NL,NYN,NL,7,3
2006,7/7/2006,PIT,NL,PHI,NL,3,2
2006,7/7/2006,SDN,NL,WAS,NL,3,2
2006,7/8/2006,BOS,AL,CHA,AL,9,6
2006,7/8/2006,BAL,AL,CLE,AL,7,4
2006,7/8/2006,TOR,AL,KCA,AL,7,5
2006,7/8/2006,ANA,AL,OAK,AL,6,4
2006,7/8/2006,DET,AL,SEA,AL,2,1
2006,7/8/2006,NYA,AL,TBA,AL,5,1
2006,7/8/2006,MIN,AL,TEX,AL,4,0
2006,7/8/2006,CIN,NL,ATL,NL,1,4
2006,7/8/2006,ARI,NL,COL,NL,8,7
2006,7/8/2006,SLN,NL,HOU,NL,7,6
2006,7/8/2006,SFN,NL,LAN,NL,11,7
2006,7/8/2006,CHN,NL,MIL,NL,3,1
2006,7/8/2006,FLO,NL,NYN,NL,3,2
2006,7/8/2006,FLO,NL,NYN,NL,3,17
2006,7/8/2006,PIT,NL,PHI,NL,2,6
2006,7/8/2006,SDN,NL,WAS,NL,5,2
2006,7/9/2006,BOS,AL,CHA,AL,5,6
2006,7/9/2006,BAL,AL,CLE,AL,5,4
2006,7/9/2006,TOR,AL,KCA,AL,11,3
2006,7/9/2006,ANA,AL,OAK,AL,4,2
2006,7/9/2006,DET,AL,SEA,AL,2,3
2006,7/9/2006,NYA,AL,TBA,AL,5,6
2006,7/9/2006,MIN,AL,TEX,AL,2,5
2006,7/9/2006,CIN,NL,ATL,NL,3,8
2006,7/9/2006,ARI,NL,COL,NL,8,5
2006,7/9/2006,SLN,NL,HOU,NL,7,5
2006,7/9/2006,SFN,NL,LAN,NL,1,3
2006,7/9/2006,CHN,NL,MIL,NL,11,4
2006,7/9/2006,FLO,NL,NYN,NL,6,7
2006,7/9/2006,PIT,NL,PHI,NL,3,8
2006,7/9/2006,SDN,NL,WAS,NL,10,9
2006,7/13/2006,TEX,AL,BAL,AL,15,1
2006,7/13/2006,OAK,AL,BOS,AL,5,4
2006,7/13/2006,KCA,AL,DET,AL,4,6
2006,7/13/2006,CLE,AL,MIN,AL,6,4
2006,7/13/2006,COL,NL,CIN,NL,7,9
2006,7/13/2006,HOU,NL,FLO,NL,5,1
2006,7/13/2006,LAN,NL,SLN,NL,2,3
2006,7/14/2006,TBA,AL,ANA,AL,0,4
2006,7/14/2006,TEX,AL,BAL,AL,2,1
2006,7/14/2006,OAK,AL,BOS,AL,15,3
2006,7/14/2006,KCA,AL,DET,AL,9,10
2006,7/14/2006,CLE,AL,MIN,AL,2,3
2006,7/14/2006,CHA,AL,NYA,AL,5,6
2006,7/14/2006,SEA,AL,TOR,AL,5,3
2006,7/14/2006,MIL,NL,ARI,NL,3,4
2006,7/14/2006,NYN,NL,CHN,NL,6,3
2006,7/14/2006,COL,NL,CIN,NL,1,3
2006,7/14/2006,HOU,NL,FLO,NL,1,3
2006,7/14/2006,WAS,NL,PIT,NL,4,7
2006,7/14/2006,ATL,NL,SDN,NL,15,12
2006,7/14/2006,PHI,NL,SFN,NL,3,5
2006,7/14/2006,LAN,NL,SLN,NL,0,5
2006,7/15/2006,TBA,AL,ANA,AL,2,9
2006,7/15/2006,TEX,AL,BAL,AL,1,8
2006,7/15/2006,OAK,AL,BOS,AL,0,7
2006,7/15/2006,KCA,AL,DET,AL,0,6
2006,7/15/2006,CLE,AL,MIN,AL,2,6
2006,7/15/2006,CHA,AL,NYA,AL,3,14
2006,7/15/2006,SEA,AL,TOR,AL,6,7
2006,7/15/2006,MIL,NL,ARI,NL,1,8
2006,7/15/2006,NYN,NL,CHN,NL,2,9
2006,7/15/2006,COL,NL,CIN,NL,2,3
2006,7/15/2006,HOU,NL,FLO,NL,12,0
2006,7/15/2006,WAS,NL,PIT,NL,6,7
2006,7/15/2006,ATL,NL,SDN,NL,11,3
2006,7/15/2006,PHI,NL,SFN,NL,14,6
2006,7/15/2006,LAN,NL,SLN,NL,1,2
2006,7/16/2006,TBA,AL,ANA,AL,5,7
2006,7/16/2006,TEX,AL,BAL,AL,0,4
2006,7/16/2006,OAK,AL,BOS,AL,8,1
2006,7/16/2006,KCA,AL,DET,AL,9,6
2006,7/16/2006,CLE,AL,MIN,AL,2,5
2006,7/16/2006,CHA,AL,NYA,AL,4,6
2006,7/16/2006,SEA,AL,TOR,AL,3,4
2006,7/16/2006,MIL,NL,ARI,NL,10,5
2006,7/16/2006,NYN,NL,CHN,NL,13,7
2006,7/16/2006,COL,NL,CIN,NL,4,6
2006,7/16/2006,HOU,NL,FLO,NL,3,9
2006,7/16/2006,WAS,NL,PIT,NL,8,4
2006,7/16/2006,ATL,NL,SDN,NL,10,5
2006,7/16/2006,PHI,NL,SFN,NL,6,2
2006,7/16/2006,LAN,NL,SLN,NL,3,11
2006,7/17/2006,CLE,AL,ANA,AL,5,10
2006,7/17/2006,OAK,AL,BAL,AL,3,5
2006,7/17/2006,KCA,AL,BOS,AL,4,5
2006,7/17/2006,TBA,AL,MIN,AL,3,6
2006,7/17/2006,SEA,AL,NYA,AL,2,4
2006,7/17/2006,TEX,AL,TOR,AL,1,10
2006,7/17/2006,LAN,NL,ARI,NL,3,8
2006,7/17/2006,WAS,NL,FLO,NL,2,4
2006,7/17/2006,COL,NL,PIT,NL,1,3
2006,7/17/2006,PHI,NL,SDN,NL,6,8
2006,7/17/2006,MIL,NL,SFN,NL,10,1
2006,7/17/2006,ATL,NL,SLN,NL,15,3
2006,7/18/2006,CLE,AL,ANA,AL,5,7
2006,7/18/2006,OAK,AL,BAL,AL,5,4
2006,7/18/2006,KCA,AL,BOS,AL,0,1
2006,7/18/2006,CHA,AL,DET,AL,7,1
2006,7/18/2006,TBA,AL,MIN,AL,1,8
2006,7/18/2006,SEA,AL,NYA,AL,4,5
2006,7/18/2006,TEX,AL,TOR,AL,5,2
2006,7/18/2006,LAN,NL,ARI,NL,4,1
2006,7/18/2006,HOU,NL,CHN,NL,2,4
2006,7/18/2006,NYN,NL,CIN,NL,8,3
2006,7/18/2006,WAS,NL,FLO,NL,7,6
2006,7/18/2006,COL,NL,PIT,NL,13,4
2006,7/18/2006,PHI,NL,SDN,NL,6,10
2006,7/18/2006,MIL,NL,SFN,NL,3,4
2006,7/18/2006,ATL,NL,SLN,NL,14,5
2006,7/19/2006,CLE,AL,ANA,AL,6,4
2006,7/19/2006,OAK,AL,BAL,AL,5,1
2006,7/19/2006,KCA,AL,BOS,AL,0,1
2006,7/19/2006,CHA,AL,DET,AL,2,5
