Season,DateFix,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2010,2/1/2011,Sunderland,Chelsea,2,4,A,2,2,D
2010,2/1/2011,West Brom,Wigan,2,2,D,1,2,A
2010,2/2/2011,Birmingham,Man City,2,2,D,1,2,A
2010,2/2/2011,Blackburn,Tottenham,0,1,A,0,1,A
2010,2/2/2011,Blackpool,West Ham,1,3,A,1,3,A
2010,2/2/2011,Bolton,Wolves,1,0,H,0,0,D
2010,2/2/2011,Fulham,Newcastle,1,0,H,0,0,D
2010,2/2/2011,Liverpool,Stoke,2,0,H,0,0,D
2010,2/5/2011,Aston Villa,Fulham,2,2,D,1,0,H
2010,2/5/2011,Everton,Blackpool,5,3,H,1,1,D
2010,2/5/2011,Man City,West Brom,3,0,H,3,0,H
2010,2/5/2011,Newcastle,Arsenal,4,4,D,0,4,A
2010,2/5/2011,Stoke,Sunderland,3,2,H,1,1,D
2010,2/5/2011,Tottenham,Bolton,2,1,H,1,0,H
2010,2/5/2011,Wigan,Blackburn,4,3,H,1,1,D
2010,2/5/2011,Wolves,Man United,2,1,H,2,1,H
2010,2/6/2011,Chelsea,Liverpool,0,1,A,0,0,D
2010,2/6/2011,West Ham,Birmingham,0,1,A,0,0,D
2010,2/12/2011,Arsenal,Wolves,2,0,H,1,0,H
2010,2/12/2011,Birmingham,Stoke,1,0,H,0,0,D
2010,2/12/2011,Blackburn,Newcastle,0,0,D,0,0,D
2010,2/12/2011,Blackpool,Aston Villa,1,1,D,1,1,D
2010,2/12/2011,Liverpool,Wigan,1,1,D,1,0,H
2010,2/12/2011,Man United,Man City,2,1,H,1,0,H
2010,2/12/2011,Sunderland,Tottenham,1,2,A,1,1,D
2010,2/12/2011,West Brom,West Ham,3,3,D,3,0,H
2010,2/13/2011,Bolton,Everton,2,0,H,1,0,H
2010,2/14/2011,Fulham,Chelsea,0,0,D,0,0,D
2010,2/15/2011,Birmingham,Newcastle,0,2,A,0,1,A
2010,2/20/2011,West Brom,Wolves,1,1,D,0,1,A
2010,2/22/2011,Blackpool,Tottenham,3,1,H,2,0,H
2010,2/23/2011,Arsenal,Stoke,1,0,H,1,0,H
2010,2/26/2011,Aston Villa,Blackburn,4,1,H,0,0,D
2010,2/26/2011,Everton,Sunderland,2,0,H,2,0,H
2010,2/26/2011,Newcastle,Bolton,1,1,D,1,1,D
2010,2/26/2011,Wigan,Man United,0,4,A,0,1,A
2010,2/26/2011,Wolves,Blackpool,4,0,H,1,0,H
2010,2/27/2011,Man City,Fulham,1,1,D,1,0,H
2010,2/27/2011,West Ham,Liverpool,3,1,H,2,0,H
2010,2/28/2011,Stoke,West Brom,1,1,D,0,0,D
2010,3/1/2011,Chelsea,Man United,2,1,H,0,1,A
2010,3/5/2011,Arsenal,Sunderland,0,0,D,0,0,D
2010,3/5/2011,Birmingham,West Brom,1,3,A,0,0,D
2010,3/5/2011,Bolton,Aston Villa,3,2,H,1,1,D
2010,3/5/2011,Fulham,Blackburn,3,2,H,1,1,D
2010,3/5/2011,Man City,Wigan,1,0,H,1,0,H
2010,3/5/2011,Newcastle,Everton,1,2,A,1,2,A
2010,3/5/2011,West Ham,Stoke,3,0,H,2,0,H
2010,3/6/2011,Liverpool,Man United,3,1,H,2,0,H
2010,3/6/2011,Wolves,Tottenham,3,3,D,2,2,D
2010,3/7/2011,Blackpool,Chelsea,1,3,A,0,1,A
2010,3/9/2011,Everton,Birmingham,1,1,D,1,1,D
2010,3/19/2011,Aston Villa,Wolves,0,1,A,0,1,A
2010,3/19/2011,Blackburn,Blackpool,2,2,D,0,2,A
2010,3/19/2011,Everton,Fulham,2,1,H,1,0,H
2010,3/19/2011,Man United,Bolton,1,0,H,0,0,D
2010,3/19/2011,Stoke,Newcastle,4,0,H,1,0,H
2010,3/19/2011,Tottenham,West Ham,0,0,D,0,0,D
2010,3/19/2011,West Brom,Arsenal,2,2,D,1,0,H
2010,3/19/2011,Wigan,Birmingham,2,1,H,1,1,D
2010,3/20/2011,Chelsea,Man City,2,0,H,0,0,D
2010,3/20/2011,Sunderland,Liverpool,0,2,A,0,1,A
2010,4/2/2011,Arsenal,Blackburn,0,0,D,0,0,D
2010,4/2/2011,Birmingham,Bolton,2,1,H,1,0,H
2010,4/2/2011,Everton,Aston Villa,2,2,D,1,0,H
2010,4/2/2011,Newcastle,Wolves,4,1,H,2,0,H
2010,4/2/2011,Stoke,Chelsea,1,1,D,1,1,D
2010,4/2/2011,West Brom,Liverpool,2,1,H,0,0,D
2010,4/2/2011,West Ham,Man United,2,4,A,2,0,H
2010,4/2/2011,Wigan,Tottenham,0,0,D,0,0,D
2010,4/3/2011,Fulham,Blackpool,3,0,H,2,0,H
2010,4/3/2011,Man City,Sunderland,5,0,H,2,0,H
2010,4/9/2011,Blackburn,Birmingham,1,1,D,1,1,D
2010,4/9/2011,Bolton,West Ham,3,0,H,2,0,H
2010,4/9/2011,Chelsea,Wigan,1,0,H,0,0,D
2010,4/9/2011,Man United,Fulham,2,0,H,2,0,H
2010,4/9/2011,Sunderland,West Brom,2,3,A,2,1,H
2010,4/9/2011,Tottenham,Stoke,3,2,H,3,2,H
2010,4/9/2011,Wolves,Everton,0,3,A,0,3,A
2010,4/10/2011,Aston Villa,Newcastle,1,0,H,1,0,H
2010,4/10/2011,Blackpool,Arsenal,1,3,A,0,2,A
2010,4/11/2011,Liverpool,Man City,3,0,H,3,0,H
2010,4/16/2011,Birmingham,Sunderland,2,0,H,1,0,H
2010,4/16/2011,Blackpool,Wigan,1,3,A,0,2,A
2010,4/16/2011,Everton,Blackburn,2,0,H,0,0,D
2010,4/16/2011,West Brom,Chelsea,1,3,A,1,3,A
2010,4/16/2011,West Ham,Aston Villa,1,2,A,1,1,D
2010,4/17/2011,Arsenal,Liverpool,1,1,D,0,0,D
2010,4/19/2011,Newcastle,Man United,0,0,D,0,0,D
2010,4/20/2011,Chelsea,Birmingham,3,1,H,2,0,H
2010,4/20/2011,Tottenham,Arsenal,3,3,D,2,3,A
2010,4/23/2011,Aston Villa,Stoke,1,1,D,1,1,D
2010,4/23/2011,Blackpool,Newcastle,1,1,D,1,1,D
2010,4/23/2011,Chelsea,West Ham,3,0,H,1,0,H
2010,4/23/2011,Liverpool,Birmingham,5,0,H,2,0,H
2010,4/23/2011,Man United,Everton,1,0,H,0,0,D
2010,4/23/2011,Sunderland,Wigan,4,2,H,0,0,D
2010,4/23/2011,Tottenham,West Brom,2,2,D,1,1,D
2010,4/23/2011,Wolves,Fulham,1,1,D,1,0,H
2010,4/24/2011,Bolton,Arsenal,2,1,H,1,0,H
2010,4/25/2011,Blackburn,Man City,0,1,A,0,0,D
2010,4/26/2011,Stoke,Wolves,3,0,H,2,0,H
2010,4/27/2011,Fulham,Bolton,3,0,H,1,0,H
2010,4/30/2011,Blackburn,Bolton,1,0,H,1,0,H
2010,4/30/2011,Blackpool,Stoke,0,0,D,0,0,D
2010,4/30/2011,Chelsea,Tottenham,2,1,H,1,1,D
2010,4/30/2011,Sunderland,Fulham,0,3,A,0,1,A
2010,4/30/2011,West Brom,Aston Villa,2,1,H,0,1,A
2010,4/30/2011,Wigan,Everton,1,1,D,1,0,H
2010,5/1/2011,Arsenal,Man United,1,0,H,0,0,D
2010,5/1/2011,Birmingham,Wolves,1,1,D,1,1,D
2010,5/1/2011,Liverpool,Newcastle,3,0,H,1,0,H
2010,5/1/2011,Man City,West Ham,2,1,H,2,1,H
2010,5/7/2011,Aston Villa,Wigan,1,1,D,1,1,D
2010,5/7/2011,Bolton,Sunderland,1,2,A,0,1,A
2010,5/7/2011,Everton,Man City,2,1,H,0,1,A
2010,5/7/2011,Newcastle,Birmingham,2,1,H,2,1,H
2010,5/7/2011,Tottenham,Blackpool,1,1,D,0,0,D
2010,5/7/2011,West Ham,Blackburn,1,1,D,0,1,A
2010,5/8/2011,Man United,Chelsea,2,1,H,2,0,H
2010,5/8/2011,Stoke,Arsenal,3,1,H,2,0,H
2010,5/8/2011,Wolves,West Brom,3,1,H,2,0,H
2010,5/9/2011,Fulham,Liverpool,2,5,A,0,3,A
2010,5/10/2011,Man City,Tottenham,1,0,H,1,0,H
2010,5/14/2011,Blackburn,Man United,1,1,D,1,0,H
2010,5/14/2011,Blackpool,Bolton,4,3,H,3,2,H
2010,5/14/2011,Sunderland,Wolves,1,3,A,1,1,D
2010,5/14/2011,West Brom,Everton,1,0,H,1,0,H
2010,5/15/2011,Arsenal,Aston Villa,1,2,A,0,2,A
2010,5/15/2011,Birmingham,Fulham,0,2,A,0,1,A
2010,5/15/2011,Chelsea,Newcastle,2,2,D,1,1,D
2010,5/15/2011,Liverpool,Tottenham,0,2,A,0,1,A
2010,5/15/2011,Wigan,West Ham,3,2,H,0,2,A
2010,5/17/2011,Man City,Stoke,3,0,H,1,0,H
2010,5/22/2011,Aston Villa,Liverpool,1,0,H,1,0,H
2010,5/22/2011,Bolton,Man City,0,2,A,0,1,A
2010,5/22/2011,Everton,Chelsea,1,0,H,0,0,D
2010,5/22/2011,Fulham,Arsenal,2,2,D,1,1,D
2010,5/22/2011,Man United,Blackpool,4,2,H,1,1,D
2010,5/22/2011,Newcastle,West Brom,3,3,D,2,0,H
2010,5/22/2011,Stoke,Wigan,0,1,A,0,0,D
2010,5/22/2011,Tottenham,Birmingham,2,1,H,0,0,D
2010,5/22/2011,West Ham,Sunderland,0,3,A,0,1,A
2010,5/22/2011,Wolves,Blackburn,2,3,A,0,3,A
2011,8/13/2011,Blackburn,Wolves,1,2,A,1,1,D
2011,8/13/2011,Fulham,Aston Villa,0,0,D,0,0,D
2011,8/13/2011,Liverpool,Sunderland,1,1,D,1,0,H
2011,8/13/2011,Newcastle,Arsenal,0,0,D,0,0,D
2011,8/13/2011,QPR,Bolton,0,4,A,0,1,A
2011,8/13/2011,Wigan,Norwich,1,1,D,1,1,D
2011,8/14/2011,Stoke,Chelsea,0,0,D,0,0,D
2011,8/14/2011,West Brom,Man United,1,2,A,1,1,D
2011,8/15/2011,Man City,Swansea,4,0,H,0,0,D
2011,8/20/2011,Arsenal,Liverpool,0,2,A,0,0,D
2011,8/20/2011,Aston Villa,Blackburn,3,1,H,2,0,H
2011,8/20/2011,Chelsea,West Brom,2,1,H,0,1,A
2011,8/20/2011,Everton,QPR,0,1,A,0,1,A
2011,8/20/2011,Sunderland,Newcastle,0,1,A,0,0,D
2011,8/20/2011,Swansea,Wigan,0,0,D,0,0,D
2011,8/21/2011,Bolton,Man City,2,3,A,1,2,A
2011,8/21/2011,Norwich,Stoke,1,1,D,1,0,H
2011,8/21/2011,Wolves,Fulham,2,0,H,2,0,H
2011,8/22/2011,Man United,Tottenham,3,0,H,0,0,D
2011,8/27/2011,Aston Villa,Wolves,0,0,D,0,0,D
2011,8/27/2011,Blackburn,Everton,0,1,A,0,0,D
2011,8/27/2011,Chelsea,Norwich,3,1,H,1,0,H
2011,8/27/2011,Liverpool,Bolton,3,1,H,1,0,H
2011,8/27/2011,Swansea,Sunderland,0,0,D,0,0,D
2011,8/27/2011,Wigan,QPR,2,0,H,1,0,H
2011,8/28/2011,Man United,Arsenal,8,2,H,3,1,H
2011,8/28/2011,Newcastle,Fulham,2,1,H,0,0,D
2011,8/28/2011,Tottenham,Man City,1,5,A,0,2,A
2011,8/28/2011,West Brom,Stoke,0,1,A,0,0,D
2011,9/10/2011,Arsenal,Swansea,1,0,H,1,0,H
2011,9/10/2011,Bolton,Man United,0,5,A,0,3,A
2011,9/10/2011,Everton,Aston Villa,2,2,D,1,0,H
2011,9/10/2011,Man City,Wigan,3,0,H,1,0,H
2011,9/10/2011,Stoke,Liverpool,1,0,H,1,0,H
2011,9/10/2011,Sunderland,Chelsea,1,2,A,0,1,A
2011,9/10/2011,Wolves,Tottenham,0,2,A,0,0,D
2011,9/11/2011,Fulham,Blackburn,1,1,D,1,1,D
2011,9/11/2011,Norwich,West Brom,0,1,A,0,1,A
2011,9/12/2011,QPR,Newcastle,0,0,D,0,0,D
2011,9/17/2011,Aston Villa,Newcastle,1,1,D,1,0,H
2011,9/17/2011,Blackburn,Arsenal,4,3,H,1,2,A
2011,9/17/2011,Bolton,Norwich,1,2,A,0,2,A
2011,9/17/2011,Everton,Wigan,3,1,H,1,1,D
2011,9/17/2011,Swansea,West Brom,3,0,H,2,0,H
2011,9/17/2011,Wolves,QPR,0,3,A,0,2,A
2011,9/18/2011,Fulham,Man City,2,2,D,0,1,A
2011,9/18/2011,Man United,Chelsea,3,1,H,3,0,H
2011,9/18/2011,Sunderland,Stoke,4,0,H,3,0,H
2011,9/18/2011,Tottenham,Liverpool,4,0,H,1,0,H
2011,9/24/2011,Arsenal,Bolton,3,0,H,0,0,D
2011,9/24/2011,Chelsea,Swansea,4,1,H,2,0,H
2011,9/24/2011,Liverpool,Wolves,2,1,H,2,0,H
2011,9/24/2011,Man City,Everton,2,0,H,0,0,D
2011,9/24/2011,Newcastle,Blackburn,3,1,H,2,1,H
2011,9/24/2011,Stoke,Man United,1,1,D,0,1,A
2011,9/24/2011,West Brom,Fulham,0,0,D,0,0,D
2011,9/24/2011,Wigan,Tottenham,1,2,A,0,2,A
2011,9/25/2011,QPR,Aston Villa,1,1,D,0,0,D
2011,9/26/2011,Norwich,Sunderland,2,1,H,1,0,H
2011,10/1/2011,Aston Villa,Wigan,2,0,H,1,0,H
2011,10/1/2011,Blackburn,Man City,0,4,A,0,0,D
2011,10/1/2011,Everton,Liverpool,0,2,A,0,0,D
2011,10/1/2011,Man United,Norwich,2,0,H,0,0,D
2011,10/1/2011,Sunderland,West Brom,2,2,D,2,2,D
2011,10/1/2011,Wolves,Newcastle,1,2,A,0,2,A
2011,10/2/2011,Bolton,Chelsea,1,5,A,0,4,A
2011,10/2/2011,Fulham,QPR,6,0,H,3,0,H
2011,10/2/2011,Swansea,Stoke,2,0,H,1,0,H
2011,10/2/2011,Tottenham,Arsenal,2,1,H,1,0,H
2011,10/15/2011,Chelsea,Everton,3,1,H,2,0,H
2011,10/15/2011,Liverpool,Man United,1,1,D,0,0,D
2011,10/15/2011,Man City,Aston Villa,4,1,H,1,0,H
2011,10/15/2011,Norwich,Swansea,3,1,H,2,1,H
2011,10/15/2011,QPR,Blackburn,1,1,D,1,1,D
2011,10/15/2011,Stoke,Fulham,2,0,H,0,0,D
2011,10/15/2011,Wigan,Bolton,1,3,A,1,2,A
2011,10/16/2011,Arsenal,Sunderland,2,1,H,1,1,D
2011,10/16/2011,Newcastle,Tottenham,2,2,D,0,1,A
2011,10/16/2011,West Brom,Wolves,2,0,H,1,0,H
2011,10/22/2011,Aston Villa,West Brom,1,2,A,1,1,D
2011,10/22/2011,Bolton,Sunderland,0,2,A,0,0,D
2011,10/22/2011,Liverpool,Norwich,1,1,D,1,0,H
2011,10/22/2011,Newcastle,Wigan,1,0,H,0,0,D
2011,10/22/2011,Wolves,Swansea,2,2,D,0,2,A
2011,10/23/2011,Arsenal,Stoke,3,1,H,1,1,D
2011,10/23/2011,Blackburn,Tottenham,1,2,A,1,1,D
2011,10/23/2011,Fulham,Everton,1,3,A,0,1,A
2011,10/23/2011,Man United,Man City,1,6,A,0,1,A
2011,10/23/2011,QPR,Chelsea,1,0,H,1,0,H
2011,10/29/2011,Chelsea,Arsenal,3,5,A,2,1,H
2011,10/29/2011,Everton,Man United,0,1,A,0,1,A
2011,10/29/2011,Man City,Wolves,3,1,H,0,0,D
2011,10/29/2011,Norwich,Blackburn,3,3,D,0,1,A
2011,10/29/2011,Sunderland,Aston Villa,2,2,D,1,1,D
2011,10/29/2011,Swansea,Bolton,3,1,H,0,0,D
2011,10/29/2011,West Brom,Liverpool,0,2,A,0,2,A
2011,10/29/2011,Wigan,Fulham,0,2,A,0,1,A
2011,10/30/2011,Tottenham,QPR,3,1,H,2,0,H
2011,10/31/2011,Stoke,Newcastle,1,3,A,0,2,A
2011,11/5/2011,Arsenal,West Brom,3,0,H,2,0,H
2011,11/5/2011,Aston Villa,Norwich,3,2,H,1,1,D
2011,11/5/2011,Blackburn,Chelsea,0,1,A,0,0,D
2011,11/5/2011,Liverpool,Swansea,0,0,D,0,0,D
2011,11/5/2011,Man United,Sunderland,1,0,H,1,0,H
2011,11/5/2011,Newcastle,Everton,2,1,H,2,1,H
2011,11/5/2011,QPR,Man City,2,3,A,1,1,D
2011,11/6/2011,Bolton,Stoke,5,0,H,2,0,H
2011,11/6/2011,Fulham,Tottenham,1,3,A,0,2,A
2011,11/6/2011,Wolves,Wigan,3,1,H,1,1,D
2011,11/19/2011,Everton,Wolves,2,1,H,1,1,D
2011,11/19/2011,Man City,Newcastle,3,1,H,2,0,H
2011,11/19/2011,Norwich,Arsenal,1,2,A,1,1,D
2011,11/19/2011,Stoke,QPR,2,3,A,1,2,A
2011,11/19/2011,Sunderland,Fulham,0,0,D,0,0,D
2011,11/19/2011,Swansea,Man United,0,1,A,0,1,A
2011,11/19/2011,West Brom,Bolton,2,1,H,1,1,D
2011,11/19/2011,Wigan,Blackburn,3,3,D,2,1,H
2011,11/20/2011,Chelsea,Liverpool,1,2,A,0,1,A
2011,11/21/2011,Tottenham,Aston Villa,2,0,H,2,0,H
2011,11/26/2011,Arsenal,Fulham,1,1,D,0,0,D
2011,11/26/2011,Bolton,Everton,0,2,A,0,0,D
2011,11/26/2011,Chelsea,Wolves,3,0,H,3,0,H
2011,11/26/2011,Man United,Newcastle,1,1,D,0,0,D
2011,11/26/2011,Norwich,QPR,2,1,H,1,0,H
2011,11/26/2011,Stoke,Blackburn,3,1,H,1,0,H
2011,11/26/2011,Sunderland,Wigan,1,2,A,1,1,D
2011,11/26/2011,West Brom,Tottenham,1,3,A,1,1,D
2011,11/27/2011,Liverpool,Man City,1,1,D,1,1,D
2011,11/27/2011,Swansea,Aston Villa,0,0,D,0,0,D
2011,12/3/2011,Aston Villa,Man United,0,1,A,0,1,A
2011,12/3/2011,Blackburn,Swansea,4,2,H,2,1,H
2011,12/3/2011,Man City,Norwich,5,1,H,1,0,H
2011,12/3/2011,Newcastle,Chelsea,0,3,A,0,1,A
2011,12/3/2011,QPR,West Brom,1,1,D,1,0,H
2011,12/3/2011,Tottenham,Bolton,3,0,H,1,0,H
2011,12/3/2011,Wigan,Arsenal,0,4,A,0,2,A
2011,12/4/2011,Everton,Stoke,0,1,A,0,1,A
2011,12/4/2011,Wolves,Sunderland,2,1,H,0,0,D
2011,12/5/2011,Fulham,Liverpool,1,0,H,0,0,D
2011,12/10/2011,Arsenal,Everton,1,0,H,0,0,D
2011,12/10/2011,Bolton,Aston Villa,1,2,A,0,2,A
2011,12/10/2011,Liverpool,QPR,1,0,H,0,0,D
2011,12/10/2011,Man United,Wolves,4,1,H,2,0,H
2011,12/10/2011,Norwich,Newcastle,4,2,H,1,1,D
2011,12/10/2011,Swansea,Fulham,2,0,H,0,0,D
2011,12/10/2011,West Brom,Wigan,1,2,A,1,1,D
2011,12/11/2011,Stoke,Tottenham,2,1,H,2,0,H
2011,12/11/2011,Sunderland,Blackburn,2,1,H,0,1,A
2011,12/12/2011,Chelsea,Man City,2,1,H,1,1,D
2011,12/17/2011,Blackburn,West Brom,1,2,A,0,0,D
2011,12/17/2011,Everton,Norwich,1,1,D,0,1,A
2011,12/17/2011,Fulham,Bolton,2,0,H,2,0,H
2011,12/17/2011,Newcastle,Swansea,0,0,D,0,0,D
2011,12/17/2011,Wigan,Chelsea,1,1,D,0,0,D
2011,12/17/2011,Wolves,Stoke,1,2,A,1,0,H
2011,12/18/2011,Aston Villa,Liverpool,0,2,A,0,2,A
2011,12/18/2011,Man City,Arsenal,1,0,H,0,0,D
2011,12/18/2011,QPR,Man United,0,2,A,0,1,A
2011,12/18/2011,Tottenham,Sunderland,1,0,H,0,0,D
2011,12/20/2011,Blackburn,Bolton,1,2,A,0,2,A
2011,12/20/2011,Wolves,Norwich,2,2,D,1,1,D
2011,12/21/2011,Aston Villa,Arsenal,1,2,A,0,1,A
2011,12/21/2011,Everton,Swansea,1,0,H,0,0,D
2011,12/21/2011,Fulham,Man United,0,5,A,0,3,A
2011,12/21/2011,Man City,Stoke,3,0,H,2,0,H
2011,12/21/2011,Newcastle,West Brom,2,3,A,1,2,A
2011,12/21/2011,QPR,Sunderland,2,3,A,0,1,A
2011,12/21/2011,Wigan,Liverpool,0,0,D,0,0,D
2011,12/22/2011,Tottenham,Chelsea,1,1,D,1,1,D
2011,12/26/2011,Bolton,Newcastle,0,2,A,0,0,D
2011,12/26/2011,Chelsea,Fulham,1,1,D,0,0,D
2011,12/26/2011,Liverpool,Blackburn,1,1,D,0,1,A
2011,12/26/2011,Man United,Wigan,5,0,H,2,0,H
2011,12/26/2011,Stoke,Aston Villa,0,0,D,0,0,D
2011,12/26/2011,Sunderland,Everton,1,1,D,1,0,H
2011,12/26/2011,West Brom,Man City,0,0,D,0,0,D
2011,12/27/2011,Arsenal,Wolves,1,1,D,1,1,D
2011,12/27/2011,Norwich,Tottenham,0,2,A,0,0,D
2011,12/27/2011,Swansea,QPR,1,1,D,1,0,H
2011,12/30/2011,Liverpool,Newcastle,3,1,H,1,1,D
2011,12/31/2011,Arsenal,QPR,1,0,H,0,0,D
2011,12/31/2011,Bolton,Wolves,1,1,D,1,0,H
2011,12/31/2011,Chelsea,Aston Villa,1,3,A,1,1,D
2011,12/31/2011,Man United,Blackburn,2,3,A,0,1,A
2011,12/31/2011,Norwich,Fulham,1,1,D,0,1,A
2011,12/31/2011,Stoke,Wigan,2,2,D,0,1,A
2011,12/31/2011,Swansea,Tottenham,1,1,D,0,1,A
2011,1/1/2012,Sunderland,Man City,1,0,H,0,0,D
2011,1/1/2012,West Brom,Everton,0,1,A,0,0,D
2011,1/2/2012,Aston Villa,Swansea,0,2,A,0,1,A
2011,1/2/2012,Blackburn,Stoke,1,2,A,0,2,A
2011,1/2/2012,Fulham,Arsenal,2,1,H,0,1,A
2011,1/2/2012,QPR,Norwich,1,2,A,1,1,D
2011,1/2/2012,Wolves,Chelsea,1,2,A,0,0,D
2011,1/3/2012,Man City,Liverpool,3,0,H,2,0,H
2011,1/3/2012,Tottenham,West Brom,1,0,H,0,0,D
2011,1/3/2012,Wigan,Sunderland,1,4,A,0,1,A
2011,1/4/2012,Everton,Bolton,1,2,A,0,0,D
2011,1/4/2012,Newcastle,Man United,3,0,H,1,0,H
2011,1/11/2012,Tottenham,Everton,2,0,H,1,0,H
2011,1/14/2012,Aston Villa,Everton,1,1,D,0,0,D
2011,1/14/2012,Blackburn,Fulham,3,1,H,1,0,H
2011,1/14/2012,Chelsea,Sunderland,1,0,H,1,0,H
2011,1/14/2012,Liverpool,Stoke,0,0,D,0,0,D
2011,1/14/2012,Man United,Bolton,3,0,H,1,0,H
2011,1/14/2012,Tottenham,Wolves,1,1,D,0,1,A
2011,1/14/2012,West Brom,Norwich,1,2,A,0,1,A
2011,1/15/2012,Newcastle,QPR,1,0,H,1,0,H
2011,1/15/2012,Swansea,Arsenal,3,2,H,1,1,D
2011,1/16/2012,Wigan,Man City,0,1,A,0,1,A
2011,1/21/2012,Bolton,Liverpool,3,1,H,2,1,H
2011,1/21/2012,Everton,Blackburn,1,1,D,1,0,H
2011,1/21/2012,Fulham,Newcastle,5,2,H,0,1,A
2011,1/21/2012,Norwich,Chelsea,0,0,D,0,0,D
2011,1/21/2012,QPR,Wigan,3,1,H,2,0,H
2011,1/21/2012,Stoke,West Brom,1,2,A,0,1,A
2011,1/21/2012,Sunderland,Swansea,2,0,H,1,0,H
2011,1/21/2012,Wolves,Aston Villa,2,3,A,2,1,H
2011,1/22/2012,Arsenal,Man United,1,2,A,0,1,A
2011,1/22/2012,Man City,Tottenham,3,2,H,0,0,D
2011,1/31/2012,Everton,Man City,1,0,H,0,0,D
2011,1/31/2012,Man United,Stoke,2,0,H,1,0,H
2011,1/31/2012,Swansea,Chelsea,1,1,D,1,0,H
2011,1/31/2012,Tottenham,Wigan,3,1,H,2,0,H
2011,1/31/2012,Wolves,Liverpool,0,3,A,0,0,D
2011,2/1/2012,Aston Villa,QPR,2,2,D,1,2,A
2011,2/1/2012,Blackburn,Newcastle,0,2,A,0,1,A
2011,2/1/2012,Bolton,Arsenal,0,0,D,0,0,D
2011,2/1/2012,Fulham,West Brom,1,1,D,0,0,D
2011,2/1/2012,Sunderland,Norwich,3,0,H,2,0,H
2011,2/4/2012,Arsenal,Blackburn,7,1,H,3,1,H
2011,2/4/2012,Man City,Fulham,3,0,H,2,0,H
2011,2/4/2012,Norwich,Bolton,2,0,H,0,0,D
2011,2/4/2012,QPR,Wolves,1,2,A,1,0,H
2011,2/4/2012,Stoke,Sunderland,0,1,A,0,0,D
2011,2/4/2012,West Brom,Swansea,1,2,A,0,0,D
2011,2/4/2012,Wigan,Everton,1,1,D,0,0,D
2011,2/5/2012,Chelsea,Man United,3,3,D,1,0,H
2011,2/5/2012,Newcastle,Aston Villa,2,1,H,1,1,D
2011,2/6/2012,Liverpool,Tottenham,0,0,D,0,0,D
2011,2/11/2012,Blackburn,QPR,3,2,H,3,0,H
2011,2/11/2012,Bolton,Wigan,1,2,A,0,1,A
2011,2/11/2012,Everton,Chelsea,2,0,H,1,0,H
2011,2/11/2012,Fulham,Stoke,2,1,H,2,0,H
2011,2/11/2012,Man United,Liverpool,2,1,H,0,0,D
2011,2/11/2012,Sunderland,Arsenal,1,2,A,0,0,D
2011,2/11/2012,Swansea,Norwich,2,3,A,1,0,H
2011,2/11/2012,Tottenham,Newcastle,5,0,H,4,0,H
2011,2/12/2012,Aston Villa,Man City,0,1,A,0,0,D
2011,2/12/2012,Wolves,West Brom,1,5,A,1,1,D
2011,2/25/2012,Chelsea,Bolton,3,0,H,0,0,D
2011,2/25/2012,Man City,Blackburn,3,0,H,1,0,H
2011,2/25/2012,Newcastle,Wolves,2,2,D,2,0,H
2011,2/25/2012,QPR,Fulham,0,1,A,0,1,A
2011,2/25/2012,West Brom,Sunderland,4,0,H,2,0,H
2011,2/25/2012,Wigan,Aston Villa,0,0,D,0,0,D
2011,2/26/2012,Arsenal,Tottenham,5,2,H,2,2,D
2011,2/26/2012,Norwich,Man United,1,2,A,0,1,A
2011,2/26/2012,Stoke,Swansea,2,0,H,2,0,H
2011,3/3/2012,Blackburn,Aston Villa,1,1,D,0,1,A
2011,3/3/2012,Liverpool,Arsenal,1,2,A,1,1,D
2011,3/3/2012,Man City,Bolton,2,0,H,1,0,H
2011,3/3/2012,QPR,Everton,1,1,D,1,1,D
2011,3/3/2012,Stoke,Norwich,1,0,H,0,0,D
2011,3/3/2012,West Brom,Chelsea,1,0,H,0,0,D
2011,3/3/2012,Wigan,Swansea,0,2,A,0,1,A
2011,3/4/2012,Fulham,Wolves,5,0,H,2,0,H
2011,3/4/2012,Newcastle,Sunderland,1,1,D,0,1,A
2011,3/4/2012,Tottenham,Man United,1,3,A,0,1,A
2011,3/10/2012,Aston Villa,Fulham,1,0,H,0,0,D
2011,3/10/2012,Bolton,QPR,2,1,H,1,0,H
2011,3/10/2012,Chelsea,Stoke,1,0,H,0,0,D
2011,3/10/2012,Everton,Tottenham,1,0,H,1,0,H
2011,3/10/2012,Sunderland,Liverpool,1,0,H,0,0,D
2011,3/10/2012,Wolves,Blackburn,0,2,A,0,1,A
2011,3/11/2012,Man United,West Brom,2,0,H,1,0,H
2011,3/11/2012,Norwich,Wigan,1,1,D,1,0,H
2011,3/11/2012,Swansea,Man City,1,0,H,0,0,D
2011,3/12/2012,Arsenal,Newcastle,2,1,H,1,1,D
2011,3/13/2012,Liverpool,Everton,3,0,H,1,0,H
2011,3/17/2012,Fulham,Swansea,0,3,A,0,1,A
2011,3/17/2012,Wigan,West Brom,1,1,D,0,0,D
2011,3/18/2012,Newcastle,Norwich,1,0,H,1,0,H
