Season,DateFix,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
2011,3/18/2012,Wolves,Man United,0,5,A,0,3,A
2011,3/20/2012,Blackburn,Sunderland,2,0,H,0,0,D
2011,3/21/2012,Everton,Arsenal,0,1,A,0,1,A
2011,3/21/2012,Man City,Chelsea,2,1,H,0,0,D
2011,3/21/2012,QPR,Liverpool,3,2,H,0,0,D
2011,3/21/2012,Tottenham,Stoke,1,1,D,0,0,D
2011,3/24/2012,Arsenal,Aston Villa,3,0,H,2,0,H
2011,3/24/2012,Bolton,Blackburn,2,1,H,2,0,H
2011,3/24/2012,Chelsea,Tottenham,0,0,D,0,0,D
2011,3/24/2012,Liverpool,Wigan,1,2,A,0,1,A
2011,3/24/2012,Norwich,Wolves,2,1,H,2,1,H
2011,3/24/2012,Stoke,Man City,1,1,D,0,0,D
2011,3/24/2012,Sunderland,QPR,3,1,H,1,0,H
2011,3/24/2012,Swansea,Everton,0,2,A,0,0,D
2011,3/25/2012,West Brom,Newcastle,1,3,A,0,3,A
2011,3/26/2012,Man United,Fulham,1,0,H,1,0,H
2011,3/31/2012,Aston Villa,Chelsea,2,4,A,0,1,A
2011,3/31/2012,Everton,West Brom,2,0,H,1,0,H
2011,3/31/2012,Fulham,Norwich,2,1,H,2,0,H
2011,3/31/2012,Man City,Sunderland,3,3,D,1,2,A
2011,3/31/2012,QPR,Arsenal,2,1,H,1,1,D
2011,3/31/2012,Wigan,Stoke,2,0,H,0,0,D
2011,3/31/2012,Wolves,Bolton,2,3,A,0,0,D
2011,4/1/2012,Newcastle,Liverpool,2,0,H,1,0,H
2011,4/1/2012,Tottenham,Swansea,3,1,H,1,0,H
2011,4/2/2012,Blackburn,Man United,0,2,A,0,0,D
2011,4/6/2012,Swansea,Newcastle,0,2,A,0,1,A
2011,4/7/2012,Bolton,Fulham,0,3,A,0,2,A
2011,4/7/2012,Chelsea,Wigan,2,1,H,0,0,D
2011,4/7/2012,Liverpool,Aston Villa,1,1,D,0,1,A
2011,4/7/2012,Norwich,Everton,2,2,D,1,1,D
2011,4/7/2012,Stoke,Wolves,2,1,H,1,1,D
2011,4/7/2012,Sunderland,Tottenham,0,0,D,0,0,D
2011,4/7/2012,West Brom,Blackburn,3,0,H,1,0,H
2011,4/8/2012,Arsenal,Man City,1,0,H,0,0,D
2011,4/8/2012,Man United,QPR,2,0,H,1,0,H
2011,4/9/2012,Aston Villa,Stoke,1,1,D,1,0,H
2011,4/9/2012,Everton,Sunderland,4,0,H,0,0,D
2011,4/9/2012,Fulham,Chelsea,1,1,D,0,1,A
2011,4/9/2012,Newcastle,Bolton,2,0,H,0,0,D
2011,4/9/2012,Tottenham,Norwich,1,2,A,1,1,D
2011,4/10/2012,Blackburn,Liverpool,2,3,A,1,2,A
2011,4/11/2012,Man City,West Brom,4,0,H,1,0,H
2011,4/11/2012,QPR,Swansea,3,0,H,1,0,H
2011,4/11/2012,Wigan,Man United,1,0,H,0,0,D
2011,4/11/2012,Wolves,Arsenal,0,3,A,0,2,A
2011,4/14/2012,Norwich,Man City,1,6,A,0,2,A
2011,4/14/2012,Sunderland,Wolves,0,0,D,0,0,D
2011,4/14/2012,Swansea,Blackburn,3,0,H,2,0,H
2011,4/14/2012,West Brom,QPR,1,0,H,1,0,H
2011,4/15/2012,Man United,Aston Villa,4,0,H,2,0,H
2011,4/16/2012,Arsenal,Wigan,1,2,A,1,2,A
2011,4/21/2012,Arsenal,Chelsea,0,0,D,0,0,D
2011,4/21/2012,Aston Villa,Sunderland,0,0,D,0,0,D
2011,4/21/2012,Blackburn,Norwich,2,0,H,1,0,H
2011,4/21/2012,Bolton,Swansea,1,1,D,1,1,D
2011,4/21/2012,Fulham,Wigan,2,1,H,0,0,D
2011,4/21/2012,Newcastle,Stoke,3,0,H,2,0,H
2011,4/21/2012,QPR,Tottenham,1,0,H,1,0,H
2011,4/22/2012,Liverpool,West Brom,0,1,A,0,0,D
2011,4/22/2012,Man United,Everton,4,4,D,1,1,D
2011,4/22/2012,Wolves,Man City,0,2,A,0,1,A
2011,4/24/2012,Aston Villa,Bolton,1,2,A,0,0,D
2011,4/28/2012,Everton,Fulham,4,0,H,3,0,H
2011,4/28/2012,Norwich,Liverpool,0,3,A,0,2,A
2011,4/28/2012,Stoke,Arsenal,1,1,D,1,1,D
2011,4/28/2012,Sunderland,Bolton,2,2,D,1,1,D
2011,4/28/2012,Swansea,Wolves,4,4,D,4,2,H
2011,4/28/2012,West Brom,Aston Villa,0,0,D,0,0,D
2011,4/28/2012,Wigan,Newcastle,4,0,H,4,0,H
2011,4/29/2012,Chelsea,QPR,6,1,H,4,0,H
2011,4/29/2012,Tottenham,Blackburn,2,0,H,1,0,H
2011,4/30/2012,Man City,Man United,1,0,H,1,0,H
2011,5/1/2012,Liverpool,Fulham,0,1,A,0,1,A
2011,5/1/2012,Stoke,Everton,1,1,D,0,1,A
2011,5/2/2012,Bolton,Tottenham,1,4,A,0,1,A
2011,5/2/2012,Chelsea,Newcastle,0,2,A,0,1,A
2011,5/5/2012,Arsenal,Norwich,3,3,D,1,2,A
2011,5/6/2012,Aston Villa,Tottenham,1,1,D,1,0,H
2011,5/6/2012,Bolton,West Brom,2,2,D,1,0,H
2011,5/6/2012,Fulham,Sunderland,2,1,H,2,1,H
2011,5/6/2012,Man United,Swansea,2,0,H,2,0,H
2011,5/6/2012,Newcastle,Man City,0,2,A,0,0,D
2011,5/6/2012,QPR,Stoke,1,0,H,0,0,D
2011,5/6/2012,Wolves,Everton,0,0,D,0,0,D
2011,5/7/2012,Blackburn,Wigan,0,1,A,0,0,D
2011,5/8/2012,Liverpool,Chelsea,4,1,H,3,0,H
2011,5/13/2012,Chelsea,Blackburn,2,1,H,2,0,H
2011,5/13/2012,Everton,Newcastle,3,1,H,2,0,H
2011,5/13/2012,Man City,QPR,3,2,H,1,0,H
2011,5/13/2012,Norwich,Aston Villa,2,0,H,2,0,H
2011,5/13/2012,Stoke,Bolton,2,2,D,1,2,A
2011,5/13/2012,Sunderland,Man United,0,1,A,0,1,A
2011,5/13/2012,Swansea,Liverpool,1,0,H,0,0,D
2011,5/13/2012,Tottenham,Fulham,2,0,H,1,0,H
2011,5/13/2012,West Brom,Arsenal,2,3,A,2,2,D
2011,5/13/2012,Wigan,Wolves,3,2,H,2,1,H
2012,8/18/2012,Arsenal,Sunderland,0,0,D,0,0,D
2012,8/18/2012,Fulham,Norwich,5,0,H,2,0,H
2012,8/18/2012,Newcastle,Tottenham,2,1,H,0,0,D
2012,8/18/2012,QPR,Swansea,0,5,A,0,1,A
2012,8/18/2012,Reading,Stoke,1,1,D,0,1,A
2012,8/18/2012,West Brom,Liverpool,3,0,H,1,0,H
2012,8/18/2012,West Ham,Aston Villa,1,0,H,1,0,H
2012,8/19/2012,Man City,Southampton,3,2,H,1,0,H
2012,8/19/2012,Wigan,Chelsea,0,2,A,0,2,A
2012,8/20/2012,Everton,Man United,1,0,H,0,0,D
2012,8/22/2012,Chelsea,Reading,4,2,H,1,2,A
2012,8/25/2012,Aston Villa,Everton,1,3,A,0,3,A
2012,8/25/2012,Chelsea,Newcastle,2,0,H,2,0,H
2012,8/25/2012,Man United,Fulham,3,2,H,3,1,H
2012,8/25/2012,Norwich,QPR,1,1,D,1,1,D
2012,8/25/2012,Southampton,Wigan,0,2,A,0,0,D
2012,8/25/2012,Swansea,West Ham,3,0,H,2,0,H
2012,8/25/2012,Tottenham,West Brom,1,1,D,0,0,D
2012,8/26/2012,Liverpool,Man City,2,2,D,1,0,H
2012,8/26/2012,Stoke,Arsenal,0,0,D,0,0,D
2012,9/1/2012,Man City,QPR,3,1,H,1,0,H
2012,9/1/2012,Swansea,Sunderland,2,2,D,1,2,A
2012,9/1/2012,Tottenham,Norwich,1,1,D,0,0,D
2012,9/1/2012,West Brom,Everton,2,0,H,0,0,D
2012,9/1/2012,West Ham,Fulham,3,0,H,3,0,H
2012,9/1/2012,Wigan,Stoke,2,2,D,1,1,D
2012,9/2/2012,Liverpool,Arsenal,0,2,A,0,1,A
2012,9/2/2012,Newcastle,Aston Villa,1,1,D,0,1,A
2012,9/2/2012,Southampton,Man United,2,3,A,1,1,D
2012,9/15/2012,Arsenal,Southampton,6,1,H,4,1,H
2012,9/15/2012,Aston Villa,Swansea,2,0,H,1,0,H
2012,9/15/2012,Fulham,West Brom,3,0,H,2,0,H
2012,9/15/2012,Man United,Wigan,4,0,H,0,0,D
2012,9/15/2012,Norwich,West Ham,0,0,D,0,0,D
2012,9/15/2012,QPR,Chelsea,0,0,D,0,0,D
2012,9/15/2012,Stoke,Man City,1,1,D,1,1,D
2012,9/15/2012,Sunderland,Liverpool,1,1,D,1,0,H
2012,9/16/2012,Reading,Tottenham,1,3,A,0,1,A
2012,9/17/2012,Everton,Newcastle,2,2,D,1,0,H
2012,9/22/2012,Chelsea,Stoke,1,0,H,0,0,D
2012,9/22/2012,Southampton,Aston Villa,4,1,H,0,1,A
2012,9/22/2012,Swansea,Everton,0,3,A,0,2,A
2012,9/22/2012,West Brom,Reading,1,0,H,0,0,D
2012,9/22/2012,West Ham,Sunderland,1,1,D,0,1,A
2012,9/22/2012,Wigan,Fulham,1,2,A,0,1,A
2012,9/23/2012,Liverpool,Man United,1,2,A,0,0,D
2012,9/23/2012,Man City,Arsenal,1,1,D,1,0,H
2012,9/23/2012,Newcastle,Norwich,1,0,H,1,0,H
2012,9/23/2012,Tottenham,QPR,2,1,H,0,1,A
2012,9/29/2012,Arsenal,Chelsea,1,2,A,1,1,D
2012,9/29/2012,Everton,Southampton,3,1,H,3,1,H
2012,9/29/2012,Fulham,Man City,1,2,A,1,1,D
2012,9/29/2012,Man United,Tottenham,2,3,A,0,2,A
2012,9/29/2012,Norwich,Liverpool,2,5,A,0,2,A
2012,9/29/2012,Reading,Newcastle,2,2,D,0,0,D
2012,9/29/2012,Stoke,Swansea,2,0,H,2,0,H
2012,9/29/2012,Sunderland,Wigan,1,0,H,0,0,D
2012,9/30/2012,Aston Villa,West Brom,1,1,D,0,0,D
2012,10/1/2012,QPR,West Ham,1,2,A,0,2,A
2012,10/6/2012,Chelsea,Norwich,4,1,H,3,1,H
2012,10/6/2012,Man City,Sunderland,3,0,H,1,0,H
2012,10/6/2012,Swansea,Reading,2,2,D,0,2,A
2012,10/6/2012,West Brom,QPR,3,2,H,2,1,H
2012,10/6/2012,West Ham,Arsenal,1,3,A,1,1,D
2012,10/6/2012,Wigan,Everton,2,2,D,2,1,H
2012,10/7/2012,Liverpool,Stoke,0,0,D,0,0,D
2012,10/7/2012,Newcastle,Man United,0,3,A,0,2,A
2012,10/7/2012,Southampton,Fulham,2,2,D,1,0,H
2012,10/7/2012,Tottenham,Aston Villa,2,0,H,0,0,D
2012,10/20/2012,Fulham,Aston Villa,1,0,H,0,0,D
2012,10/20/2012,Liverpool,Reading,1,0,H,1,0,H
2012,10/20/2012,Man United,Stoke,4,2,H,2,1,H
2012,10/20/2012,Norwich,Arsenal,1,0,H,1,0,H
2012,10/20/2012,Swansea,Wigan,2,1,H,0,0,D
2012,10/20/2012,Tottenham,Chelsea,2,4,A,0,1,A
2012,10/20/2012,West Brom,Man City,1,2,A,0,0,D
2012,10/20/2012,West Ham,Southampton,4,1,H,0,0,D
2012,10/21/2012,QPR,Everton,1,1,D,1,1,D
2012,10/21/2012,Sunderland,Newcastle,1,1,D,0,1,A
2012,10/27/2012,Arsenal,QPR,1,0,H,0,0,D
2012,10/27/2012,Aston Villa,Norwich,1,1,D,1,0,H
2012,10/27/2012,Man City,Swansea,1,0,H,0,0,D
2012,10/27/2012,Reading,Fulham,3,3,D,1,0,H
2012,10/27/2012,Stoke,Sunderland,0,0,D,0,0,D
2012,10/27/2012,Wigan,West Ham,2,1,H,1,0,H
2012,10/28/2012,Chelsea,Man United,2,3,A,1,2,A
2012,10/28/2012,Everton,Liverpool,2,2,D,2,2,D
2012,10/28/2012,Newcastle,West Brom,2,1,H,1,0,H
2012,10/28/2012,Southampton,Tottenham,1,2,A,0,2,A
2012,11/3/2012,Fulham,Everton,2,2,D,1,0,H
2012,11/3/2012,Man United,Arsenal,2,1,H,1,0,H
2012,11/3/2012,Norwich,Stoke,1,0,H,1,0,H
2012,11/3/2012,Sunderland,Aston Villa,0,1,A,0,0,D
2012,11/3/2012,Swansea,Chelsea,1,1,D,0,0,D
2012,11/3/2012,Tottenham,Wigan,0,1,A,0,0,D
2012,11/3/2012,West Ham,Man City,0,0,D,0,0,D
2012,11/4/2012,Liverpool,Newcastle,1,1,D,0,1,A
2012,11/4/2012,QPR,Reading,1,1,D,0,1,A
2012,11/5/2012,West Brom,Southampton,2,0,H,1,0,H
2012,11/10/2012,Arsenal,Fulham,3,3,D,2,2,D
2012,11/10/2012,Aston Villa,Man United,2,3,A,1,0,H
2012,11/10/2012,Everton,Sunderland,2,1,H,0,1,A
2012,11/10/2012,Reading,Norwich,0,0,D,0,0,D
2012,11/10/2012,Southampton,Swansea,1,1,D,0,0,D
2012,11/10/2012,Stoke,QPR,1,0,H,0,0,D
2012,11/10/2012,Wigan,West Brom,1,2,A,1,2,A
2012,11/11/2012,Chelsea,Liverpool,1,1,D,1,0,H
2012,11/11/2012,Man City,Tottenham,2,1,H,0,1,A
2012,11/11/2012,Newcastle,West Ham,0,1,A,0,1,A
2012,11/17/2012,Arsenal,Tottenham,5,2,H,3,1,H
2012,11/17/2012,Liverpool,Wigan,3,0,H,0,0,D
2012,11/17/2012,Man City,Aston Villa,5,0,H,1,0,H
2012,11/17/2012,Newcastle,Swansea,1,2,A,0,0,D
2012,11/17/2012,Norwich,Man United,1,0,H,0,0,D
2012,11/17/2012,QPR,Southampton,1,3,A,0,2,A
2012,11/17/2012,Reading,Everton,2,1,H,0,1,A
2012,11/17/2012,West Brom,Chelsea,2,1,H,1,1,D
2012,11/18/2012,Fulham,Sunderland,1,3,A,0,0,D
2012,11/19/2012,West Ham,Stoke,1,1,D,0,1,A
2012,11/24/2012,Aston Villa,Arsenal,0,0,D,0,0,D
2012,11/24/2012,Everton,Norwich,1,1,D,1,0,H
2012,11/24/2012,Man United,QPR,3,1,H,0,0,D
2012,11/24/2012,Stoke,Fulham,1,0,H,1,0,H
2012,11/24/2012,Sunderland,West Brom,2,4,A,0,2,A
2012,11/24/2012,Wigan,Reading,3,2,H,0,1,A
2012,11/25/2012,Chelsea,Man City,0,0,D,0,0,D
2012,11/25/2012,Southampton,Newcastle,2,0,H,1,0,H
2012,11/25/2012,Swansea,Liverpool,0,0,D,0,0,D
2012,11/25/2012,Tottenham,West Ham,3,1,H,1,0,H
2012,11/27/2012,Aston Villa,Reading,1,0,H,0,0,D
2012,11/27/2012,Sunderland,QPR,0,0,D,0,0,D
2012,11/28/2012,Chelsea,Fulham,0,0,D,0,0,D
2012,11/28/2012,Everton,Arsenal,1,1,D,1,1,D
2012,11/28/2012,Man United,West Ham,1,0,H,1,0,H
2012,11/28/2012,Southampton,Norwich,1,1,D,1,1,D
2012,11/28/2012,Stoke,Newcastle,2,1,H,0,0,D
2012,11/28/2012,Swansea,West Brom,3,1,H,3,1,H
2012,11/28/2012,Tottenham,Liverpool,2,1,H,2,0,H
2012,11/28/2012,Wigan,Man City,0,2,A,0,0,D
2012,12/1/2012,Arsenal,Swansea,0,2,A,0,0,D
2012,12/1/2012,Fulham,Tottenham,0,3,A,0,0,D
2012,12/1/2012,Liverpool,Southampton,1,0,H,1,0,H
2012,12/1/2012,Man City,Everton,1,1,D,1,1,D
2012,12/1/2012,QPR,Aston Villa,1,1,D,1,1,D
2012,12/1/2012,Reading,Man United,3,4,A,3,4,A
2012,12/1/2012,West Brom,Stoke,0,1,A,0,0,D
2012,12/1/2012,West Ham,Chelsea,3,1,H,0,1,A
2012,12/2/2012,Norwich,Sunderland,2,1,H,2,1,H
2012,12/3/2012,Newcastle,Wigan,3,0,H,2,0,H
2012,12/8/2012,Arsenal,West Brom,2,0,H,1,0,H
2012,12/8/2012,Aston Villa,Stoke,0,0,D,0,0,D
2012,12/8/2012,Southampton,Reading,1,0,H,0,0,D
2012,12/8/2012,Sunderland,Chelsea,1,3,A,0,2,A
2012,12/8/2012,Swansea,Norwich,3,4,A,0,3,A
2012,12/8/2012,Wigan,QPR,2,2,D,1,1,D
2012,12/9/2012,Everton,Tottenham,2,1,H,0,0,D
2012,12/9/2012,Man City,Man United,2,3,A,0,2,A
2012,12/9/2012,West Ham,Liverpool,2,3,A,2,1,H
2012,12/10/2012,Fulham,Newcastle,2,1,H,1,0,H
2012,12/11/2012,Sunderland,Reading,3,0,H,2,0,H
2012,12/15/2012,Liverpool,Aston Villa,1,3,A,0,2,A
2012,12/15/2012,Man United,Sunderland,3,1,H,2,0,H
2012,12/15/2012,Newcastle,Man City,1,3,A,0,2,A
2012,12/15/2012,Norwich,Wigan,2,1,H,1,0,H
2012,12/15/2012,QPR,Fulham,2,1,H,0,0,D
2012,12/15/2012,Stoke,Everton,1,1,D,0,1,A
2012,12/16/2012,Tottenham,Swansea,1,0,H,0,0,D
2012,12/16/2012,West Brom,West Ham,0,0,D,0,0,D
2012,12/17/2012,Reading,Arsenal,2,5,A,0,3,A
2012,12/22/2012,Liverpool,Fulham,4,0,H,2,0,H
2012,12/22/2012,Man City,Reading,1,0,H,0,0,D
2012,12/22/2012,Newcastle,QPR,1,0,H,0,0,D
2012,12/22/2012,Southampton,Sunderland,0,1,A,0,1,A
2012,12/22/2012,Tottenham,Stoke,0,0,D,0,0,D
2012,12/22/2012,West Brom,Norwich,2,1,H,1,1,D
2012,12/22/2012,West Ham,Everton,1,2,A,1,0,H
2012,12/22/2012,Wigan,Arsenal,0,1,A,0,0,D
2012,12/23/2012,Chelsea,Aston Villa,8,0,H,3,0,H
2012,12/23/2012,Swansea,Man United,1,1,D,1,1,D
2012,12/26/2012,Aston Villa,Tottenham,0,4,A,0,0,D
2012,12/26/2012,Everton,Wigan,2,1,H,0,0,D
2012,12/26/2012,Fulham,Southampton,1,1,D,1,0,H
2012,12/26/2012,Man United,Newcastle,4,3,H,1,2,A
2012,12/26/2012,Norwich,Chelsea,0,1,A,0,1,A
2012,12/26/2012,QPR,West Brom,1,2,A,0,1,A
2012,12/26/2012,Reading,Swansea,0,0,D,0,0,D
2012,12/26/2012,Stoke,Liverpool,3,1,H,2,1,H
2012,12/26/2012,Sunderland,Man City,1,0,H,0,0,D
2012,12/29/2012,Arsenal,Newcastle,7,3,H,1,1,D
2012,12/29/2012,Aston Villa,Wigan,0,3,A,0,1,A
2012,12/29/2012,Fulham,Swansea,1,2,A,0,1,A
2012,12/29/2012,Man United,West Brom,2,0,H,1,0,H
2012,12/29/2012,Norwich,Man City,3,4,A,1,2,A
2012,12/29/2012,Reading,West Ham,1,0,H,1,0,H
2012,12/29/2012,Stoke,Southampton,3,3,D,1,3,A
2012,12/29/2012,Sunderland,Tottenham,1,2,A,1,0,H
2012,12/30/2012,Everton,Chelsea,1,2,A,1,1,D
2012,12/30/2012,QPR,Liverpool,0,3,A,0,3,A
2012,1/1/2013,Man City,Stoke,3,0,H,1,0,H
2012,1/1/2013,Southampton,Arsenal,1,1,D,1,1,D
2012,1/1/2013,Swansea,Aston Villa,2,2,D,1,1,D
2012,1/1/2013,Tottenham,Reading,3,1,H,1,1,D
2012,1/1/2013,West Brom,Fulham,1,2,A,0,1,A
2012,1/1/2013,West Ham,Norwich,2,1,H,2,0,H
2012,1/1/2013,Wigan,Man United,0,4,A,0,2,A
2012,1/2/2013,Chelsea,QPR,0,1,A,0,0,D
2012,1/2/2013,Liverpool,Sunderland,3,0,H,2,0,H
2012,1/2/2013,Newcastle,Everton,1,2,A,1,1,D
2012,1/12/2013,Aston Villa,Southampton,0,1,A,0,1,A
2012,1/12/2013,Everton,Swansea,0,0,D,0,0,D
2012,1/12/2013,Fulham,Wigan,1,1,D,1,0,H
2012,1/12/2013,Norwich,Newcastle,0,0,D,0,0,D
2012,1/12/2013,QPR,Tottenham,0,0,D,0,0,D
2012,1/12/2013,Reading,West Brom,3,2,H,0,1,A
2012,1/12/2013,Stoke,Chelsea,0,4,A,0,1,A
2012,1/12/2013,Sunderland,West Ham,3,0,H,1,0,H
2012,1/13/2013,Arsenal,Man City,0,2,A,0,2,A
2012,1/13/2013,Man United,Liverpool,2,1,H,1,0,H
2012,1/16/2013,Chelsea,Southampton,2,2,D,2,0,H
2012,1/19/2013,Liverpool,Norwich,5,0,H,2,0,H
2012,1/19/2013,Man City,Fulham,2,0,H,1,0,H
2012,1/19/2013,Newcastle,Reading,1,2,A,1,0,H
2012,1/19/2013,Swansea,Stoke,3,1,H,0,0,D
2012,1/19/2013,West Brom,Aston Villa,2,2,D,0,2,A
2012,1/19/2013,West Ham,QPR,1,1,D,0,1,A
2012,1/19/2013,Wigan,Sunderland,2,3,A,1,3,A
2012,1/20/2013,Chelsea,Arsenal,2,1,H,2,0,H
2012,1/20/2013,Tottenham,Man United,1,1,D,0,1,A
2012,1/21/2013,Southampton,Everton,0,0,D,0,0,D
2012,1/23/2013,Arsenal,West Ham,5,1,H,1,1,D
2012,1/29/2013,Aston Villa,Newcastle,1,2,A,0,2,A
2012,1/29/2013,QPR,Man City,0,0,D,0,0,D
2012,1/29/2013,Stoke,Wigan,2,2,D,1,0,H
2012,1/29/2013,Sunderland,Swansea,0,0,D,0,0,D
2012,1/30/2013,Arsenal,Liverpool,2,2,D,0,1,A
2012,1/30/2013,Everton,West Brom,2,1,H,2,0,H
2012,1/30/2013,Fulham,West Ham,3,1,H,1,0,H
2012,1/30/2013,Man United,Southampton,2,1,H,2,1,H
2012,1/30/2013,Norwich,Tottenham,1,1,D,1,0,H
2012,1/30/2013,Reading,Chelsea,2,2,D,0,1,A
2012,2/2/2013,Arsenal,Stoke,1,0,H,0,0,D
2012,2/2/2013,Everton,Aston Villa,3,3,D,1,2,A
2012,2/2/2013,Fulham,Man United,0,1,A,0,0,D
2012,2/2/2013,Newcastle,Chelsea,3,2,H,1,0,H
2012,2/2/2013,QPR,Norwich,0,0,D,0,0,D
2012,2/2/2013,Reading,Sunderland,2,1,H,1,1,D
2012,2/2/2013,West Ham,Swansea,1,0,H,0,0,D
2012,2/2/2013,Wigan,Southampton,2,2,D,1,0,H
2012,2/3/2013,Man City,Liverpool,2,2,D,1,1,D
2012,2/3/2013,West Brom,Tottenham,0,1,A,0,0,D
2012,2/9/2013,Chelsea,Wigan,4,1,H,1,0,H
2012,2/9/2013,Norwich,Fulham,0,0,D,0,0,D
2012,2/9/2013,Southampton,Man City,3,1,H,2,1,H
2012,2/9/2013,Stoke,Reading,2,1,H,0,0,D
2012,2/9/2013,Sunderland,Arsenal,0,1,A,0,1,A
2012,2/9/2013,Swansea,QPR,4,1,H,2,0,H
2012,2/9/2013,Tottenham,Newcastle,2,1,H,1,1,D
2012,2/10/2013,Aston Villa,West Ham,2,1,H,0,0,D
2012,2/10/2013,Man United,Everton,2,0,H,2,0,H
2012,2/11/2013,Liverpool,West Brom,0,2,A,0,0,D
2012,2/17/2013,Liverpool,Swansea,5,0,H,1,0,H
2012,2/23/2013,Arsenal,Aston Villa,2,1,H,1,0,H
2012,2/23/2013,Fulham,Stoke,1,0,H,1,0,H
2012,2/23/2013,Norwich,Everton,2,1,H,0,1,A
2012,2/23/2013,QPR,Man United,0,2,A,0,1,A
2012,2/23/2013,Reading,Wigan,0,3,A,0,2,A
2012,2/23/2013,West Brom,Sunderland,2,1,H,1,0,H
2012,2/24/2013,Man City,Chelsea,2,0,H,0,0,D
2012,2/24/2013,Newcastle,Southampton,4,2,H,2,1,H
2012,2/25/2013,West Ham,Tottenham,2,3,A,1,1,D
2012,3/2/2013,Chelsea,West Brom,1,0,H,1,0,H
2012,3/2/2013,Everton,Reading,3,1,H,1,0,H
2012,3/2/2013,Man United,Norwich,4,0,H,1,0,H
2012,3/2/2013,Southampton,QPR,1,2,A,1,1,D
2012,3/2/2013,Stoke,West Ham,0,1,A,0,1,A
2012,3/2/2013,Sunderland,Fulham,2,2,D,1,2,A
2012,3/2/2013,Swansea,Newcastle,1,0,H,0,0,D
2012,3/2/2013,Wigan,Liverpool,0,4,A,0,3,A
2012,3/3/2013,Tottenham,Arsenal,2,1,H,2,0,H
2012,3/4/2013,Aston Villa,Man City,0,1,A,0,1,A
2012,3/9/2013,Norwich,Southampton,0,0,D,0,0,D
2012,3/9/2013,QPR,Sunderland,3,1,H,1,1,D
2012,3/9/2013,Reading,Aston Villa,1,2,A,1,2,A
2012,3/9/2013,West Brom,Swansea,2,1,H,1,1,D
2012,3/10/2013,Liverpool,Tottenham,3,2,H,1,1,D
2012,3/10/2013,Newcastle,Stoke,2,1,H,0,0,D
2012,3/16/2013,Aston Villa,QPR,3,2,H,1,1,D
2012,3/16/2013,Everton,Man City,2,0,H,1,0,H
2012,3/16/2013,Man United,Reading,1,0,H,1,0,H
2012,3/16/2013,Southampton,Liverpool,3,1,H,2,1,H
2012,3/16/2013,Stoke,West Brom,0,0,D,0,0,D
2012,3/16/2013,Swansea,Arsenal,0,2,A,0,0,D
2012,3/17/2013,Chelsea,West Ham,2,0,H,1,0,H
2012,3/17/2013,Sunderland,Norwich,1,1,D,1,1,D
2012,3/17/2013,Tottenham,Fulham,0,1,A,0,0,D
2012,3/17/2013,Wigan,Newcastle,2,1,H,1,0,H
2012,3/30/2013,Arsenal,Reading,4,1,H,1,0,H
2012,3/30/2013,Everton,Stoke,1,0,H,1,0,H
2012,3/30/2013,Man City,Newcastle,4,0,H,2,0,H
2012,3/30/2013,Southampton,Chelsea,2,1,H,2,1,H
2012,3/30/2013,Sunderland,Man United,0,1,A,0,1,A
2012,3/30/2013,Swansea,Tottenham,1,2,A,0,2,A
2012,3/30/2013,West Ham,West Brom,3,1,H,2,0,H
2012,3/30/2013,Wigan,Norwich,1,0,H,0,0,D
2012,3/31/2013,Aston Villa,Liverpool,1,2,A,1,0,H
2012,4/1/2013,Fulham,QPR,3,2,H,3,1,H
2012,4/6/2013,Norwich,Swansea,2,2,D,1,1,D
2012,4/6/2013,Reading,Southampton,0,2,A,0,1,A
2012,4/6/2013,Stoke,Aston Villa,1,3,A,0,1,A
2012,4/6/2013,West Brom,Arsenal,1,2,A,0,1,A
2012,4/7/2013,Chelsea,Sunderland,2,1,H,0,1,A
2012,4/7/2013,Liverpool,West Ham,0,0,D,0,0,D
2012,4/7/2013,Newcastle,Fulham,1,0,H,0,0,D
2012,4/7/2013,QPR,Wigan,1,1,D,0,0,D
2012,4/7/2013,Tottenham,Everton,2,2,D,1,1,D
2012,4/8/2013,Man United,Man City,1,2,A,0,0,D
2012,4/13/2013,Arsenal,Norwich,3,1,H,0,0,D
2012,4/13/2013,Aston Villa,Fulham,1,1,D,0,0,D
2012,4/13/2013,Everton,QPR,2,0,H,1,0,H
2012,4/13/2013,Reading,Liverpool,0,0,D,0,0,D
2012,4/13/2013,Southampton,West Ham,1,1,D,0,0,D
2012,4/14/2013,Newcastle,Sunderland,0,3,A,0,1,A
2012,4/14/2013,Stoke,Man United,0,2,A,0,1,A
2012,4/16/2013,Arsenal,Everton,0,0,D,0,0,D
2012,4/17/2013,Fulham,Chelsea,0,3,A,0,2,A
2012,4/17/2013,Man City,Wigan,1,0,H,0,0,D
2012,4/17/2013,West Ham,Man United,2,2,D,1,1,D
2012,4/20/2013,Fulham,Arsenal,0,1,A,0,1,A
2012,4/20/2013,Norwich,Reading,2,1,H,0,0,D
2012,4/20/2013,QPR,Stoke,0,2,A,0,1,A
2012,4/20/2013,Sunderland,Everton,1,0,H,1,0,H
2012,4/20/2013,Swansea,Southampton,0,0,D,0,0,D
2012,4/20/2013,West Brom,Newcastle,1,1,D,0,1,A
2012,4/20/2013,West Ham,Wigan,2,0,H,1,0,H
